"Text","Sentiment","SentimentConfidence","Date","User","Location","User_timezone"
"@SouthwestAir knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines","positive",1,"2015-02-17 13:38:42 -0","Mak3my_Dae","Maryland","Eastern Time (US & Canada)"
"@SouthwestAir too Late Flight now","negative",1,"2015-02-17 13:37:07 -0","savitz","Palo Alto, California","Pacific Time (US & Canada)"
"@SouthwestAir can u get me on flt #3768 instead of #2522 rt now","neutral",1,"2015-02-17 13:34:27 -0","atxgirlmali","","Eastern Time (US & Canada)"
"@SouthwestAir no but seriously wtf? #nochill http://t.co/esd3XD5V1r","negative",0.6327,"2015-02-17 13:23:08 -0","BenSnider12","","Arizona"
"@SouthwestAir Yes but they couldn't explain the 2 hour and 45 minute hold time.","negative",1,"2015-02-17 13:22:36 -0","MaryPietrzyk","Washington, DC",""
"@SouthwestAir MCO-&gt;DCA flight almost full of people screwed by the MSY-DCA Cancelled Flightation. @united and @USAirways didn't Cancelled Flight. SWA=mistake.","negative",1,"2015-02-17 13:12:06 -0","Faultie","D.C.",""
"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?","neutral",1,"2015-02-17 13:11:43 -0","kd35ftw1","",""
"@SouthwestAir what is DM?","neutral",1,"2015-02-17 13:02:55 -0","JennOlsen7","",""
"@SouthwestAir your employees were great!","positive",1,"2015-02-17 13:02:21 -0","annapolitx","Washington, DC","Central Time (US & Canada)"
"@SouthwestAir confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old. please email? jennifer.cascino@gmail.com","neutral",1,"2015-02-17 12:59:58 -0","famousswan","",""
"@SouthwestAir: why no charging station in SAN?","negative",0.6701,"2015-02-17 12:59:41 -0","ginnyrajnes","baltimore,  md",""
"@SouthwestAir thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring","positive",0.6957,"2015-02-17 12:56:39 -0","floridacarolina","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan","positive",1,"2015-02-17 12:51:45 -0","andersonmindy","East Coast","Atlantic Time (Canada)"
"@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love","neutral",1,"2015-02-17 12:48:03 -0","FoxyShred","dallas tx",""
"@SouthwestAir JH thank you. I finally got through the second time.","positive",1,"2015-02-17 12:38:16 -0","ashliewhite","Durham, NC","Eastern Time (US & Canada)"
"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?","negative",1,"2015-02-17 12:37:57 -0","4starcashier","Des Moines, Iowa","Central Time (US & Canada)"
"@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?","negative",1,"2015-02-17 12:37:26 -0","M_RoyceWilliams","CT","Eastern Time (US & Canada)"
"@SouthwestAir your checkin system is #poor","negative",1,"2015-02-17 12:33:44 -0","swood40","Sunrise Beach, MO","Central Time (US & Canada)"
"@SouthwestAir haha, thanks for the explanation","positive",0.69,"2015-02-17 12:33:02 -0","Jewelzz_","TX","America/Chicago"
"@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo","neutral",0.6277,"2015-02-17 12:30:35 -0","elianak27","",""
"@SouthwestAir Having some trouble checking in. Can you please add me so I can DM you","negative",0.6883,"2015-02-17 12:30:17 -0","GUbball05","CO to CA","Pacific Time (US & Canada)"
"@SouthwestAir WiFi on yesterday's flight extremely slow a waste of $8 and lost the travel time for work.","negative",1,"2015-02-17 12:29:01 -0","Creative_Advant","US","Eastern Time (US & Canada)"
"@SouthwestAir my flight was Cancelled Flightled Monday.  Just looking to Cancelled Flight and credit my card.  That's all.","negative",0.6716,"2015-02-17 12:24:48 -0","OnyxMediagroup1","USA","Eastern Time (US & Canada)"
"@SouthwestAir still on the ground &gt;30mins after planned departure. And this is California. No weather here. Originally told 10 min delay.","negative",1,"2015-02-17 12:24:34 -0","sahandmirza","San Francisco, CA",""
"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?","neutral",0.3474,"2015-02-17 12:24:32 -0","DawnElisabeth16","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.","negative",0.6356,"2015-02-17 12:19:29 -0","alixomitz","","Eastern Time (US & Canada)"
"@SouthwestAir How? It is not possible to call SWA on the phone. You put me on hold for an hour and then cut me off.","negative",1,"2015-02-17 12:18:13 -0","KentScheidegger","",""
"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps","positive",0.6957,"2015-02-17 12:17:11 -0","Shadowjin12","",""
"@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?","neutral",1,"2015-02-17 12:17:07 -0","bendayhoe","Santa Ana, California","Pacific Time (US & Canada)"
"@SouthwestAir Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?","negative",0.6596,"2015-02-17 12:12:50 -0","wicon81","Nashville","Mountain Time (US & Canada)"
"@SouthwestAir been on the phone for about an hour waiting..can you please answer, Thank You!  #notcool","negative",1,"2015-02-17 12:11:46 -0","dominoeffect01","New Orleans/Dallas","Central Time (US & Canada)"
"@SouthwestAir @TomVH just get the RR credit card and get the points of family that way","neutral",1,"2015-02-17 12:11:34 -0","DurkDiggler8810","KCMO","Central Time (US & Canada)"
"@SouthwestAir Sent. Thanks VP!","positive",0.6781,"2015-02-17 12:09:53 -0","bradykent","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir what does TSA Pre on my boarding pass mean? http://t.co/0HmmQCzkCf","neutral",1,"2015-02-17 12:08:28 -0","Jewelzz_","TX","America/Chicago"
"@SouthwestAir she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.","negative",0.6959,"2015-02-17 12:05:20 -0","Robyn_McD","Chicago, Il","Central Time (US & Canada)"
"@SouthwestAir flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!","negative",1,"2015-02-17 12:02:35 -0","kevallen53","",""
"@SouthwestAir I just sent it over","negative",0.6596,"2015-02-17 12:00:46 -0","caralageson","Cleveland, Ohio","Central Time (US & Canada)"
"@SouthwestAir haha...yeah i did, just making a joke","neutral",0.6523,"2015-02-17 12:00:29 -0","VahidESQ","Los Angeles, CA","Pacific Time (US & Canada)"
"@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.","positive",1,"2015-02-17 11:55:21 -0","PRobino","",""
"@SouthwestAir used to love you, but you keep rescheduling my flights.  #southworst","negative",1,"2015-02-17 11:55:11 -0","mandapants1013","San Francisco, CA",""
"@SouthwestAir where do we start? I've already wasted 1.5 hrs of phone wait time already :-(","negative",1,"2015-02-17 11:54:38 -0","caralageson","Cleveland, Ohio","Central Time (US & Canada)"
"@SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!","positive",1,"2015-02-17 11:54:28 -0","smckenna719","Washington DC",""
"@SouthwestAir My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?","negative",1,"2015-02-17 11:53:49 -0","bradykent","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated.","neutral",0.3474,"2015-02-17 11:52:32 -0","DebMoshier","",""
"@SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :)","positive",1,"2015-02-17 11:51:52 -0","MatthewJLeBlanc","Nashville, TN","Central Time (US & Canada)"
"@SouthwestAir Is there any way to add a Known Traveler Number to an existing reservation online?  If not, why not?","neutral",1,"2015-02-17 11:51:03 -0","KentScheidegger","",""
"@SouthwestAir needs to offer a college student discount so i can fly home 😭😭","neutral",1,"2015-02-17 11:50:08 -0","simply_unique11","","Eastern Time (US & Canada)"
"@SouthwestAir you Cancelled Flightled my flight to BNA. I have flight from BNA 2 MDW tomorrow AM. You stranded me in DEN. I've been on hold all day","negative",1,"2015-02-17 11:47:06 -0","bdhatch1","","Eastern Time (US & Canada)"
"@SouthwestAir thanks I think we've got it figured out","positive",1,"2015-02-17 11:47:00 -0","patpohler","Columbus, OH","Quito"
"@SouthwestAir from LGA to San Diego","neutral",0.6657,"2015-02-17 11:43:25 -0","famousswan","",""
"@SouthwestAir missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them","negative",0.6907,"2015-02-17 11:41:03 -0","TomVH","Michigan","Eastern Time (US & Canada)"
"@SouthwestAir right but the point was that my kids don't fly often, but I do. I bought four round trip tickets from DtW to PHX so I'm....","negative",0.6531,"2015-02-17 11:40:39 -0","TomVH","Michigan","Eastern Time (US & Canada)"
"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?","positive",0.657,"2015-02-17 11:39:34 -0","famousswan","",""
"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. 😄 (right, @annebevi @PaulBev1  @MikeAbramson??)","neutral",0.6434,"2015-02-17 11:37:20 -0","bebeabramson","","Central Time (US & Canada)"
"@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?","neutral",0.6591,"2015-02-17 11:36:40 -0","TomVH","Michigan","Eastern Time (US & Canada)"
"@SouthwestAir  Tried to DM you, it won't let me as it says you are not following me.","neutral",0.6559,"2015-02-17 11:32:10 -0","Gomeziz","Austin, TX","Central Time (US & Canada)"
"@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?","neutral",1,"2015-02-17 11:27:04 -0","realMattHolt","nyc/nashville/san diego","Eastern Time (US & Canada)"
"@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!","positive",0.6895,"2015-02-17 11:26:37 -0","joshgrider","New Braunfels, TX","Central Time (US & Canada)"
"@SouthwestAir please PM me the number where I can lodge formal complaints. Thx","negative",0.3883,"2015-02-17 11:24:31 -0","leahennessy","Cambridge, MA",""
"@SouthwestAir Just sent you a DM with the details.","neutral",1,"2015-02-17 11:24:19 -0","RBrandtPhoto","",""
"@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well","negative",1,"2015-02-17 11:22:48 -0","clarelanusse","","Pacific Time (US & Canada)"
"@SouthwestAir your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this","negative",1,"2015-02-17 11:21:03 -0","clarelanusse","","Pacific Time (US & Canada)"
"@SouthwestAir do you do auto callbacks so I don't have to wait on hold?","negative",1,"2015-02-17 11:21:01 -0","OnyxMediagroup1","USA","Eastern Time (US & Canada)"
"@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me","negative",1,"2015-02-17 11:20:08 -0","jwgonsalves","San Francisco, California ","Eastern Time (US & Canada)"
"@SouthwestAir just did, thank you","neutral",0.6689,"2015-02-17 11:18:08 -0","fleur_de_chic","212 by way of the 504.",""
"@SouthwestAir Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. #disappointed","negative",1,"2015-02-17 11:16:58 -0","Grae_Drake","NYC","Mountain Time (US & Canada)"
"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!","positive",1,"2015-02-17 11:14:29 -0","DebMannRN","Indy","Eastern Time (US & Canada)"
"@SouthwestAir I recommend upgrading your IVR and using call back, email, and texting from a know caller.","negative",0.6904,"2015-02-17 11:14:23 -0","andresecarvallo","Austin, TX","Central Time (US & Canada)"
"@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.","negative",1,"2015-02-17 11:13:27 -0","alysonphoto","Here and there.","Pacific Time (US & Canada)"
"@SouthwestAir @CBSsoxfan you get to hold? called twice only to be kicked off.calls 3-6 #phonedied #AListpreferred http://t.co/1TZZ0vbMbS","negative",1,"2015-02-17 11:13:20 -0","amyegoley","Flowood, MS","Central Time (US & Canada)"
"@SouthwestAir why are you the ONLY airline that is not flying out of BNA today?","negative",0.662,"2015-02-17 11:07:43 -0","RPChewington","","Atlantic Time (Canada)"
"@SouthwestAir finally got through. Thanks!","positive",1,"2015-02-17 11:06:47 -0","laura_ying","Houston, Texas",""
"@SouthwestAir - I have spent 87 minutes (and counting) on hold w/ you today. After first 48 minutes, I gave up. Trying again &amp; on 43rd min.","negative",1,"2015-02-17 11:05:33 -0","M_RoyceWilliams","CT","Eastern Time (US & Canada)"
"@SouthwestAir Ive had on an airline. Everyone else has been great but she soured the whole experience for me. Hope she's not there next time","negative",1,"2015-02-17 11:03:36 -0","Foxycleo13","Memphis, TN","Central Time (US & Canada)"
"@SouthwestAir thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though.","positive",0.6525,"2015-02-17 11:01:55 -0","mrs_laurelanne","",""
"@SouthwestAir I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.","negative",0.6336,"2015-02-17 11:01:37 -0","philipasteen","Where you want to be!","Central Time (US & Canada)"
"@SouthwestAir the woman working the counter in philly at 630 this am needs to be fired. Due to bad weather, I along with other passengers","negative",1,"2015-02-17 10:59:46 -0","Foxycleo13","Memphis, TN","Central Time (US & Canada)"
"@SouthwestAir was earlier, for reFlight Booking Problems flight I'm on now. Didn't get a screencap, just said ""unspecified error"" and to call SWA","negative",1,"2015-02-17 10:58:54 -0","sahandmirza","San Francisco, CA",""
"@SouthwestAir Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position.","negative",1,"2015-02-17 10:56:53 -0","caffiend","San Antonio, TX","Central Time (US & Canada)"
"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors""","negative",1,"2015-02-17 10:51:40 -0","sahandmirza","San Francisco, CA",""
"@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!","positive",1,"2015-02-17 10:51:13 -0","colorsflashing6","Nashville, TN","Eastern Time (US & Canada)"
"@SouthwestAir RDU flights expected to be ok this afternoon and tonight?","neutral",0.6526,"2015-02-17 10:51:09 -0","stephwalker78","Southern Virginia!!!!!!",""
"@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport","negative",1,"2015-02-17 10:50:32 -0","clarelanusse","","Pacific Time (US & Canada)"
"@SouthwestAir they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?","negative",0.6737,"2015-02-17 10:49:35 -0","paigelarae","","Central Time (US & Canada)"
"@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.","negative",1,"2015-02-17 10:46:23 -0","rwcrampton","Atlanta Georgia",""
"@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable","negative",1,"2015-02-17 10:44:46 -0","The_Chellers","Washington, DC","Eastern Time (US & Canada)"
"@SouthwestAir I absolutely will. Where can I send it?","neutral",0.6662,"2015-02-17 10:36:50 -0","maitlande","Boston, MA","Eastern Time (US & Canada)"
"@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763","positive",1,"2015-02-17 10:36:36 -0","Masterpeacefull","","Central Time (US & Canada)"
"@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.","negative",1,"2015-02-17 10:35:29 -0","LedPinkCloudz","Las Vegas, NV","Pacific Time (US & Canada)"
"@SouthwestAir Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN","negative",1,"2015-02-17 10:35:16 -0","sahandmirza","San Francisco, CA",""
"@SouthwestAir Happily! But you need to follow me in order for me to DM you","neutral",0.6953,"2015-02-17 10:34:59 -0","Michael_Stirrat","ÜT: 32.259172,-110.788252","Arizona"
"@SouthwestAir I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.","negative",1,"2015-02-17 10:34:12 -0","LedPinkCloudz","Las Vegas, NV","Pacific Time (US & Canada)"
"@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.","negative",1,"2015-02-17 10:33:36 -0","LedPinkCloudz","Las Vegas, NV","Pacific Time (US & Canada)"
"@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!","positive",0.65,"2015-02-17 10:31:24 -0","mrshossruns","","Eastern Time (US & Canada)"
"@SouthwestAir not terribly inspired to call ""customer service"" in the future now.","negative",1,"2015-02-17 10:29:56 -0","dallendoug","Washington DC",""
"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???","negative",1,"2015-02-17 10:29:22 -0","dallendoug","Washington DC",""
"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part.","negative",0.6439,"2015-02-17 10:28:33 -0","dallendoug","Washington DC",""
"@SouthwestAir can someone help me set up a callback today?","negative",0.6421,"2015-02-17 10:28:16 -0","caralageson","Cleveland, Ohio","Central Time (US & Canada)"
"@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?","negative",1,"2015-02-17 10:27:34 -0","dallendoug","Washington DC",""
"@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.","negative",1,"2015-02-17 10:26:51 -0","dallendoug","Washington DC",""
"@SouthwestAir no had to rebook my flight myself and am about to board in bham.","negative",0.6923,"2015-02-17 10:26:42 -0","jonw4570","Huntsville, AL","Central Time (US & Canada)"
"@SouthwestAir please send me a number to call to talk to a person and not be put on hold","negative",0.9594,"2015-02-17 10:24:38 -0","bdhatch1","","Eastern Time (US & Canada)"
"@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight","negative",0.6735,"2015-02-17 10:21:16 -0","RobinDamato","Orchard Park, NY",""
"@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!","negative",1,"2015-02-17 10:21:03 -0","justinmcintosh","iPhone: 36.205651,-86.695243","Central Time (US & Canada)"
"@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!","negative",1,"2015-02-17 10:20:49 -0","joycarmody","Tampa",""
"@SouthwestAir yes. Thank you. Oct 25-oct 31","positive",1,"2015-02-17 10:20:46 -0","StarkTTT","Château d'If","Central Time (US & Canada)"
"@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund","negative",1,"2015-02-17 10:20:01 -0","BernhardtJH","Columbus, OH","Eastern Time (US & Canada)"
"@SouthwestAir Already rebooked for tomorrow. Fingers crossed!","neutral",0.6513,"2015-02-17 10:18:06 -0","JosephGruber","Arlington, VA","Eastern Time (US & Canada)"
"@SouthwestAir followed.","neutral",1,"2015-02-17 10:15:33 -0","deantak","Silicon Valley","Pacific Time (US & Canada)"
"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment","negative",1,"2015-02-17 10:13:33 -0","LedPinkCloudz","Las Vegas, NV","Pacific Time (US & Canada)"
"@SouthwestAir or you could send me a DM.","neutral",0.6534,"2015-02-17 10:12:23 -0","RBrandtPhoto","",""
"@SouthwestAir I am following you now. I don't think I can DM until you follow me.","neutral",0.6606,"2015-02-17 10:12:04 -0","RBrandtPhoto","",""
"@SouthwestAir Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?","negative",1,"2015-02-17 10:11:35 -0","JaleenaPosty","",""
"@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!","negative",1,"2015-02-17 10:11:24 -0","LedPinkCloudz","Las Vegas, NV","Pacific Time (US & Canada)"
"@SouthwestAir can i have my bags back   ding!!","negative",1,"2015-02-17 10:11:07 -0","9ad16006a6014a6","",""
"@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.","negative",1,"2015-02-17 10:09:55 -0","CaliNigga62B","",""
"@SouthwestAir always when I fly SW. #loyalRRmember","positive",1,"2015-02-17 10:04:59 -0","GameDaySweetie","Nashville, TN",""
"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response","positive",0.6923,"2015-02-17 10:02:12 -0","GameDaySweetie","Nashville, TN",""
"@SouthwestAir Trying to add my dog on the flight but can't get through.","negative",0.6632,"2015-02-17 09:58:38 -0","beccalauren2011","SMALL TOWN, USA","Central Time (US & Canada)"
"@SouthwestAir I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather.","negative",1,"2015-02-17 09:58:13 -0","susanpaint","",""
"@SouthwestAir Thanks a ton!","positive",1,"2015-02-17 09:57:21 -0","DustinSoper","Nashville, TN","Eastern Time (US & Canada)"
"@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR","positive",1,"2015-02-17 09:55:44 -0","PaytonTaylor129","Nashville, TN","Quito"
"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!","neutral",0.6775,"2015-02-17 09:50:56 -0","DustinSoper","Nashville, TN","Eastern Time (US & Canada)"
"@SouthwestAir @NotPghTimothy no exceptions for national awards?","neutral",1,"2015-02-17 09:45:33 -0","XTREMELYSERIOUS","Pittsburgh PA","Quito"
"@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled","neutral",0.7067,"2015-02-17 09:45:22 -0","taesaunt24","","Central Time (US & Canada)"
"@SouthwestAir is having a sale! I'm delighted!","positive",1,"2015-02-17 09:43:45 -0","MzQdotFore","Minneapolis, Minnesota ","Mountain Time (US & Canada)"
"@SouthwestAir about time! Thank you!","positive",1,"2015-02-17 09:43:34 -0","asepopo","","Eastern Time (US & Canada)"
"@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.","positive",1,"2015-02-17 09:40:35 -0","harrngtn","Austin, TX","Central Time (US & Canada)"
"@SouthwestAir @gruber Finally.","neutral",1,"2015-02-17 09:39:54 -0","aaronkivett","Overland Park, KS",""
"@SouthwestAir you guys are awesome... #dontchangeathing #luv","positive",0.6596,"2015-02-17 09:38:07 -0","joepalko","Delray Beach, FL","Eastern Time (US & Canada)"
"@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.","positive",1,"2015-02-17 09:38:07 -0","Bkloomer","","Central Time (US & Canada)"
"@SouthwestAir Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter? thanks you.","negative",0.6736,"2015-02-17 09:37:12 -0","clements221","",""
"@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?","negative",0.7027,"2015-02-17 09:36:48 -0","clements221","",""
"@SouthwestAir the 5:50 is sold out too?","neutral",1,"2015-02-17 09:36:42 -0","DaxJeter","Nashville,TN",""
"@SouthwestAir myself and 2 others","neutral",0.6527,"2015-02-17 09:33:59 -0","DaxJeter","Nashville,TN",""
"@SouthwestAir can you follow me? Flight Cancelled Flightled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you.","negative",1,"2015-02-17 09:33:52 -0","clements221","",""
"@SouthwestAir I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?","negative",1,"2015-02-17 09:32:57 -0","leahennessy","Cambridge, MA",""
"@southwestair Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.","negative",1,"2015-02-17 09:32:31 -0","etachoir","Brooklyn, NY","Eastern Time (US & Canada)"
"@SouthwestAir why are flights still getting out of Logan now? You couldn't manage to get one out at 6 AM, when it wasn't snowing!","negative",1,"2015-02-17 09:31:38 -0","leahennessy","Cambridge, MA",""
"@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice","negative",1,"2015-02-17 09:31:17 -0","caralageson","Cleveland, Ohio","Central Time (US & Canada)"
"@SouthwestAir landing early morning @BWI_Airport after snowfall. http://t.co/apRZsPxigE","neutral",1,"2015-02-17 09:30:52 -0","AirTraffic101","Ellicott City, Maryland","Eastern Time (US & Canada)"
"@SouthwestAir and thanks!","positive",0.6606,"2015-02-17 09:29:39 -0","StarkTTT","Château d'If","Central Time (US & Canada)"
"@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October","neutral",0.6619,"2015-02-17 09:29:32 -0","StarkTTT","Château d'If","Central Time (US & Canada)"
"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx","positive",0.6838,"2015-02-17 09:29:30 -0","kforbriger","Philly","Eastern Time (US & Canada)"
"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!","neutral",0.6617,"2015-02-17 09:29:15 -0","JimmyCarrigan85","Chicago, IL",""
"@SouthwestAir no flights out of #nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!","negative",1,"2015-02-17 09:28:50 -0","jjenreich","Fort Lauderdale","Central Time (US & Canada)"
"@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available","neutral",1,"2015-02-17 09:28:19 -0","DaxJeter","Nashville,TN",""
"@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?","negative",1,"2015-02-17 09:26:32 -0","StarkTTT","Château d'If","Central Time (US & Canada)"
"@SouthwestAir F5R3ZZ","neutral",0.6732,"2015-02-17 09:23:44 -0","KatieAmmon","","Eastern Time (US & Canada)"
".@SouthwestAir you've got a mess here at DTW but your staff is doing great.","positive",1,"2015-02-17 09:22:09 -0","andicrawford","Michigan","Eastern Time (US & Canada)"
"@SouthwestAir @challemann flying to LGA in the dead of winter? #jvstatus EWR &amp; JFK is always the intelligent option.","negative",1,"2015-02-17 09:21:45 -0","Masterpeacefull","","Central Time (US & Canada)"
"@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈","positive",1,"2015-02-17 09:21:03 -0","chaseagiles","Midvale, UT","Mountain Time (US & Canada)"
"@SouthwestAir I need to reschedule a flight and I've been on hold for almost an hour. This is ridiculous. Is there a best number to call?","negative",1,"2015-02-17 09:20:44 -0","KatieAmmon","","Eastern Time (US & Canada)"
". @SouthwestAir condescension must be a quality your co rewards. Your tone reeks of it","negative",1,"2015-02-17 09:18:11 -0","81FSUnole","Chapel Hill, NC","Eastern Time (US & Canada)"
"@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!","positive",1,"2015-02-17 09:16:26 -0","MrDavidLombardi","AZ - USA","Arizona"
"@SouthwestAir - any update on flights in to BNA today?","neutral",1,"2015-02-17 09:15:35 -0","laurenproberts","Nashville, TN",""
"@SouthwestAir damn weather messing up everything #serenitynow","neutral",0.3474,"2015-02-17 09:15:35 -0","joepalko","Delray Beach, FL","Eastern Time (US & Canada)"
"@SouthwestAir could you tell me if any upgrades are available on a flight out of STL tomorrow morning.","neutral",0.6354,"2015-02-17 09:15:08 -0","JasenVinlove","St. Louis","Central Time (US & Canada)"
"@SouthwestAir disappointed with customer service right now, my flight was only one Cancelled Flightled at my airport &amp; now I'm losing 2 days from trip","negative",1,"2015-02-17 09:15:03 -0","KayyRahh_xo","","Eastern Time (US & Canada)"
"@SouthwestAir been on hold for over an hour.....not cool, you guys.","negative",1,"2015-02-17 09:13:46 -0","Loley9","Dallas, TX","Central Time (US & Canada)"
