"Text","Sentiment","SentimentConfidence","Date","Candidate","User","Location","User_timezone"
"@marklevinshow And INQUISITION  it was ! Very disgusted with @FoxNews moderators especially @megynkelly &amp; Wallace #GOPDebate #NoKellyFiles","negative",1,"2015-08-07 08:19:45 -0700","No candidate mentioned","jackmann11","USA ","Pacific Time (US & Canada)"
"RT @VINNYGUADAGNINO: These mediators are so awkward #GOPDebate","negative",1,"2015-08-07 08:19:43 -0700","No candidate mentioned","1NealGibson","JACKSONVILLE FLA","Pacific Time (US & Canada)"
"RT @Chanlowe: #GOPDebate cartoon...#Trump @wcgirl @BRios82 @jeromebristow76 @allen_bet @bayonnebernie @FlaDems http://t.co/5k3Bvihwmx","negative",1,"2015-08-07 08:19:42 -0700","Donald Trump","allen_bet","","Central Time (US & Canada)"
"Why is @megynkelly on @FoxNews &amp; hosting a #GOPDebate with a clear biased opinion like this &amp; kindergarten questions https://t.co/agn0zXChx9","negative",1,"2015-08-07 08:19:41 -0700","No candidate mentioned","mwood_79","",""
"RT @LizMair: WE NEED BRAIN. https://t.co/U77g7OpuKY #trumpisms #GOPDebate","neutral",0.6531,"2015-08-07 08:19:40 -0700","Donald Trump","anaaronfreeman","",""
"@marcorubio did you say God gave you wonderful @GOP candidates? That god must be deaf, dumb and blind.  #GOPDebate","negative",1,"2015-08-07 08:19:39 -0700","Marco Rubio","KathiDwyer","new jersey",""
"Not one word about civil rights mentioned at #GOPDebate #BLM IS NOT A SLOGAN.  WE ARE SUBJECT TO POLICE BRUTALITY https://t.co/mWScMJwm1W","negative",1,"2015-08-07 08:19:37 -0700","No candidate mentioned","sweetgreatmom","Philadelphia, PA","Eastern Time (US & Canada)"
"#GOPdebate Anyone else notice @RandPaul's Church Lady face while @ChrisChristie explained why the #4thAmendment sucks?","negative",0.6563,"2015-08-07 08:19:37 -0700","Rand Paul","JoeSnuffie","",""
"RT @TheDailyEdge: Megyn Kelly: ""It's over!""
Ben Carson: ""I guess so. But I gave it a shot""
#GOPDebate","neutral",0.6719,"2015-08-07 08:19:35 -0700","Ben Carson","terri_georgia","Georgia USA","Eastern Time (US & Canada)"
"💢Somehow our friends at FOX  missed the #GOPDebate 

@SenTedCruz took on:
Obama  
Hillary
Washington
Islamic Jihad
OHealthCare

@Varneyco","neutral",0.3409,"2015-08-07 08:19:35 -0700","Ted Cruz","Jam1p","",""
"Good summary of first #GOPDebate.  
http://t.co/MV4h4jiBrj","neutral",0.6383,"2015-08-07 08:19:33 -0700","No candidate mentioned","DaveJLester","Seattle, WA",""
"RT @VINNYGUADAGNINO: Bro Donald Trump has to stay in this race as long as possible for entertainment purposes #GOPDebate","positive",0.6767,"2015-08-07 08:19:33 -0700","Donald Trump","1NealGibson","JACKSONVILLE FLA","Pacific Time (US & Canada)"
"I want to see a NCAA Tournament style Debate. Scoring based on truth, policy ideas, and style. #GOPDebate @IngrahamAngle","neutral",0.6458,"2015-08-07 08:19:32 -0700","No candidate mentioned","FreedomsMuse","","Central Time (US & Canada)"
"@MahaKylie exon mobile and chevron corp wouldn't want their new candidates spreading the truth, after all they just bought them #GOPDebate","negative",1,"2015-08-07 08:19:31 -0700","No candidate mentioned","spiders_","",""
"Grading the candidates, who won, who lost, who coasted http://t.co/3aFiejUI1M #GOPDebate","neutral",1,"2015-08-07 08:19:30 -0700","No candidate mentioned","jonconradi","","Eastern Time (US & Canada)"
"RT @LoganJames: Shoutout to Fox for running a Straight Outta Compton trailer right after asking about police brutality against African-Amer…","negative",0.6544,"2015-08-07 08:19:30 -0700","No candidate mentioned","EfuruJustins","Las Vegas, NV",""
"We got the leader of Friends of Abe, Hollywood's secret conservative group, to analyze the first #GOPDebate. http://t.co/7G6du4EWb8","neutral",1,"2015-08-07 08:19:30 -0700","No candidate mentioned","THRMattBelloni","Los Angeles, CA","Pacific Time (US & Canada)"
"At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
https://t.co/nBVKSjo0Dw","neutral",0.6495,"2015-08-07 08:19:29 -0700","No candidate mentioned","CarlyFiorina","Virginia ","Pacific Time (US & Canada)"
"RT @kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Donald Trump is Jon Hamm's Richard Wayne Gary Wayne.","negative",0.3474,"2015-08-07 08:19:29 -0700","Donald Trump","_maileg","","Arizona"
"Watching #GOPDebate from last night. Wow Trump on fire first 15mins. Says what he thinks, is this a new popular breed in politics? #corbyn","positive",0.6809,"2015-08-07 08:19:27 -0700","Donald Trump","PeteMcManus1","London, England","London"
"RT @MStuart1970: Right! Do u think survivors of the FOX Massacre Debate realize that? #GOPDebate #FoxDebate  https://t.co/DtVsB531LT","negative",1,"2015-08-07 08:19:25 -0700","No candidate mentioned","DutraGale","",""
"@megynkelly She earned that title last night. Too bad she didn't take high road @realDonaldTrump @FoxNews #GOPDebate https://t.co/y4RHOTPvNR","negative",0.6512,"2015-08-07 08:19:25 -0700","No candidate mentioned","breitbartis","","Hawaii"
"RT @ColtSTaylor: #GOPDebate Did people in the 1828 debate invoke George Washington like these guys pull out Ronald Reagan?","negative",1,"2015-08-07 08:19:24 -0700","No candidate mentioned","PokeThePasta","Linwood",""
"RT @TheRighToExist: Wow!! She is good!! Watch @CarlyFiorina make Chris Matthews look foolish. I'm liking her more &amp; more!! http://t.co/kebn…","positive",0.6217,"2015-08-07 08:19:22 -0700","No candidate mentioned","GaryDahl1","sarasota fl",""
"During #FoxNews' #GOPDebate, #MegynKelly was suffering from delusions that she was a #Minnesota dentist, and #DonaldTrump was #CecilTheLion.","positive",0.3438,"2015-08-07 08:19:20 -0700","Donald Trump","BrianPaulStuart","","Atlantic Time (Canada)"
"My morning TL taught me 3 things
1) @CarlyFiorina is the Ronda Rousey of #GOPdebate
2) @megynkelly is a bloviating hack
3) @Rosie is a twunt","negative",0.6848,"2015-08-07 08:19:17 -0700","No candidate mentioned","Polarinski","","Atlantic Time (Canada)"
"So many pouty, screechy faces at once #GOPDebate http://t.co/o5AJvLqJN7","negative",1,"2015-08-07 08:19:16 -0700","No candidate mentioned","OMAHAGEMGIRL","Here now",""
"Early numbers suggest record audience for first #GOPDebate #Walker16 http://t.co/w96zq1aRUH via @CNNMoney","positive",0.6941,"2015-08-07 08:19:15 -0700","Scott Walker","MikeAdamLI","Long Island, NY","Eastern Time (US & Canada)"
"RT @JaclynHStrauss: I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.","positive",1,"2015-08-07 08:19:15 -0700","Donald Trump","romanmesina","Port St Lucie, FL","Atlantic Time (Canada)"
"RT @blogdiva: THE SCOTT WALKERS OF THE WORLD ARENT MAD ABOUT ABORTION FOR RAPE OR INCEST theyre mad y'all arent compliant to the rape &amp; inc…","negative",1,"2015-08-07 08:19:14 -0700","Scott Walker","michaeldbirch","","Central Time (US & Canada)"
"I know more young people in the 18-30 range who watched the full #GOPDebate last night than middle-aged or seniors. #GenerationApathy, huh?","neutral",1,"2015-08-07 08:19:14 -0700","No candidate mentioned","John_Mike_","",""
"RT @Thomasismyuncle: Good question by Chris Wallace... Cons better learn how to battle these stereotypes #GOPDebate","positive",0.6667,"2015-08-07 08:19:12 -0700","No candidate mentioned","MCinVB","Virginia",""
"#GOPDebate moderators should have asked: ""Hasn't it become obvious that only God Himself, not humans, can resolve the ME Conflict?""","neutral",0.6629,"2015-08-07 08:19:10 -0700","No candidate mentioned","ShimonCleopas","Land of Abraham Lincoln","Alaska"
"God damn is this presidential debate childish... I know how we can narrow this shit down. #GOPDebate http://t.co/8vqg6XVjYc","negative",1,"2015-08-07 08:19:10 -0700","No candidate mentioned","nick_janson","Baltimore, Maryland","Eastern Time (US & Canada)"
"Seeing a lot of different opinions on the outcome of the #GOPDebate last night.  Did we all watch the same one?","neutral",1,"2015-08-07 08:19:09 -0700","No candidate mentioned","justSamCotton","Irving, TX",""
"RT @SanahBanana: Well. Nothing more really needs to be said. #GOPDebate http://t.co/FuBcs0tRZl","negative",0.6501,"2015-08-07 08:19:08 -0700","No candidate mentioned","coopek","Mid-Hudson Valley or Up State ","Eastern Time (US & Canada)"
"RT @EdMahmoud: Ronald Reagan switched parties once. @realDonaldTrump switched 5 times.  Has been anti-#2A and pro-abortion in the last 6 ye…","negative",1,"2015-08-07 08:19:05 -0700","Donald Trump","ConstipatedGang","",""
"@ansonmount #GOPDebate  It seems that debate questions simply function to incite personal attacks among candidates w/o clarifying issues.","negative",0.7016,"2015-08-07 08:19:05 -0700","No candidate mentioned","lena_Bernina","United States",""
"There's a lot going on in this picture. #GOPDebate  https://t.co/dNK4df46JX","neutral",1,"2015-08-07 08:19:05 -0700","No candidate mentioned","KurtWiebs","Cincinnati, OH","Atlantic Time (Canada)"
"RT @tperkins: TRUTH: The military is not a social experiment. -- @GovMikeHuckabee #GOPDebate","positive",0.3587,"2015-08-07 08:19:02 -0700","Mike Huckabee","bethhunttaylor","Lexington SC","Eastern Time (US & Canada)"
"@MikeHuckabeeGOP says he wants 2 legalize prostitution &amp; drugs &amp; tax the hell out of them? That's what I've been saying for yrs. #GOPDebate","positive",1,"2015-08-07 08:19:01 -0700","Mike Huckabee","fumblersm","CT/NJ","Eastern Time (US & Canada)"
"RT @PatriotJackiB: @MichaelvdGalien @LWilsonDarlene That was fear. They tried to shut @tedcruz out in the #GOPDebate but his message was he…","positive",0.6469,"2015-08-07 08:19:01 -0700","Ted Cruz","LWilsonDarlene","Chicago","Central Time (US & Canada)"
"#Republicans don't focus on the future, despite what #Rubio and others said in the #GOPDebate; it's always the past http://t.co/3RgjaDnyri","negative",0.6774,"2015-08-07 08:19:01 -0700","Marco Rubio","JustinFrankMD","WDC","Quito"
"Nice work @megynkelly asking tough q's in #GOPDebate. Speaking for young Rep's, @marcorubio @johnkasich @realbencarson won some hearts!","positive",1,"2015-08-07 08:19:00 -0700","Marco Rubio","ishetiar","","Eastern Time (US & Canada)"
"#WAR! MORE WAR!!! primary message heard at #GOPDebate last night. Remember when the #GOP was known as the party of #peace? Miss those days","negative",1,"2015-08-07 08:19:00 -0700","No candidate mentioned","TomFodi","Pittsburgh, PA, USA","America/New_York"
"#Trump's truest and best line: ""if it weren’t for me you wouldn’t even be talking about illegal immigration"" #TRUMPEFFECT  #GOPDEBATE","positive",0.6588,"2015-08-07 08:18:59 -0700","Donald Trump","TURNEDTOS1","",""
"Ben Carson: my qualifications as a world-famous neurosurgeon are also my qualifications for the most powerful man on the planet. #GOPDebate","neutral",0.6867,"2015-08-07 08:18:59 -0700","Ben Carson","DigitalMaxToday","Orange, CT","Atlantic Time (Canada)"
"Loved watching the #GOPDebate last night! We need @realDonaldTrump to #MakeAmericagreatagain. #inspiration","positive",1,"2015-08-07 08:18:59 -0700","Donald Trump","Floyd5689","",""
"RT @AntoniaJuhasz: Interesting in its absence. Perhaps climate denial isn't what it used to be? No mention in #GOPDebate of climate, enviro…","neutral",0.3403,"2015-08-07 08:18:57 -0700","No candidate mentioned","g8r84","","Eastern Time (US & Canada)"
"Ted Cruz reacts to Fox News GOP debate on ""Hannity"" http://t.co/B4LzAIhOk3 via @YouTube #GOPdebate","neutral",0.6897,"2015-08-07 08:18:57 -0700","Ted Cruz","pondlizard","God's Country N Central FL ","Eastern Time (US & Canada)"
"SHOVEL COW MANURE?
#GOPDebate  https://t.co/WMnt3c3LAB","negative",1,"2015-08-07 08:18:56 -0700","No candidate mentioned","1984VISION","AMERIKA","Eastern Time (US & Canada)"
"RT @reignlove5152: @cspanwj /Jeb forgot that his BIG BRO destabilized IRAQ. CREATING ISIL. How could he even think that he can be POTUS? AR…","negative",1,"2015-08-07 08:18:56 -0700","Jeb Bush","KING_YAH_RULE","","Arizona"
"I'm not sure who won but I'm pretty sure the American people lost #GOPDebate","negative",1,"2015-08-07 08:18:55 -0700","No candidate mentioned","MikeBoyerHa","Pennsylvania","Eastern Time (US & Canada)"
"So who won the #GOPDebate last night? I think #Rubio and #Cruz commanded the stage. #Trump did more harm than good for himself","positive",0.6591,"2015-08-07 08:18:55 -0700","Marco Rubio","_sydneymeyer","","Eastern Time (US & Canada)"
"RT @_HankRearden: America gives Fox low marks after last night. #GOPDebate

http://t.co/ROehWpN3Y5","negative",1,"2015-08-07 08:18:54 -0700","No candidate mentioned","Tigereye2012Dr","","Pacific Time (US & Canada)"
"@GovMikeHuckabee “It is of the utmost danger to society to make religion a party in political disputes.” #GOPDebate","negative",0.3488,"2015-08-07 08:18:54 -0700","Mike Huckabee","76TomPaine","Washington, DC",""
"""We need to be very aware that China and Russia are using technology to attack us, just like ISIS..."" —Carly Fiorina #GOPDebate","neutral",0.6495,"2015-08-07 08:18:52 -0700","No candidate mentioned","SpicyMustang","Montana, USA","Pacific Time (US & Canada)"
"Did you watch the #GOPdebate last night? Who do you think was the winner - loser ? Did it change your mind about any of the candidates?","neutral",1,"2015-08-07 08:18:52 -0700","No candidate mentioned","BenitaZahn","Albany, NY","Eastern Time (US & Canada)"
"RT @drginaloudon: Who won? 
#HappyHour #GOPDebate","neutral",0.6478,"2015-08-07 08:18:51 -0700","No candidate mentioned","lordtiberius","Houston, TX","Pacific Time (US & Canada)"
"""People could care less if you like them, they want their civil rights""- @RaulAReyes on the topic of LGBT rights at the #GOPDebate","positive",0.3452,"2015-08-07 08:18:51 -0700","No candidate mentioned","JolieRancher","Goontown, VA-DC-NY","Quito"
"He has the record and experience! #ExperienceMatters! .@GovernorPerry: I’m Ready To Be POTUS: https://t.co/TtNL12DLmN #Perry2016 #GOPDebate","positive",0.6639,"2015-08-07 08:18:49 -0700","No candidate mentioned","TheTexasPhoenix","Texas","Central Time (US & Canada)"
"#GOPDebate When they all stand on stage together,
it looks like a @realDonaldTrump cabinet meeting.","positive",0.3441,"2015-08-07 08:18:48 -0700","Donald Trump","4thrightfool","","Eastern Time (US & Canada)"
"RT @GodfreyComedian: People are cheering Trump with ""Booray"" #GOPDebate","negative",0.6725,"2015-08-07 08:18:48 -0700","Donald Trump","pemarprcomedy","",""
"RT @RexHuppke: Ben Carson, I'm Megyn Kelly, and I think you're a total idiot. Your response? #GOPDebate","negative",1,"2015-08-07 08:18:48 -0700","Ben Carson","makeliberalscry","with the Kurds & Israelis 100%","Central Time (US & Canada)"
"I hope Rand Paul knows that this country denies domestic terrorism when it comes to specific groups committing the crime. #GOPDebate","negative",0.3478,"2015-08-07 08:18:47 -0700","Rand Paul","Foonok","Oakland Raiders","Eastern Time (US & Canada)"
"ICYMI: Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" | Cruz for President http://t.co/qKO1ltdfBP","positive",1,"2015-08-07 08:18:47 -0700","Ted Cruz","TreyMays","Dallas, Texas","Central Time (US & Canada)"
"RT @Bipartisanism: Jeb Bush at the #GOPDebate:

""If you really want to find out how much damage one family can do to a country."" http://t.c…","negative",0.6571,"2015-08-07 08:18:46 -0700","Jeb Bush","1pamcake1","Wine Country","Pacific Time (US & Canada)"
"If Donald Trump becomes president, I'm moving out of the country again. Far, far away from his terrible comb over. #JustSaying #GOPDebate","negative",1,"2015-08-07 08:18:45 -0700","Donald Trump","Kristen_Michele","San Francisco, CA ","Eastern Time (US & Canada)"
"Winning a presidential debate is the dumbest concept. It's supposed to be a discussion of ideas, not a pissing contest. #GOPDebate","negative",1,"2015-08-07 08:18:44 -0700","No candidate mentioned","MichaelBernard6","",""
"RT @pari_passu: Odd. GOP is more upset over Obama openly limiting Iran's weaponry than when Reagan secretly increased it. #GOPDebate http:/…","negative",0.6778,"2015-08-07 08:18:42 -0700","No candidate mentioned","alSharifpasha","Cincinnati, USA / Cairo, Egypt","Eastern Time (US & Canada)"
"I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.","positive",0.6486,"2015-08-07 08:18:42 -0700","Donald Trump","JaclynHStrauss","Halifax, Nova Scotia, Canada","Mid-Atlantic"
"RT @KLSouth: @FrankLuntz ...you have no credibility frank. #GOPDebate","negative",1,"2015-08-07 08:18:42 -0700","No candidate mentioned","y67940482","beverly hills ca",""
"These crazy republicans losers diss Hillary Clinton like every two minutes lmaooooooooo #GOPDebate","negative",1,"2015-08-07 08:18:41 -0700","No candidate mentioned","B_LeighSwink","",""
"Think we need to see @realDonaldTrump birth certificate to verify his age.His tweets after the #GOPDebate last nite prove him to be about 13","negative",1,"2015-08-07 08:18:40 -0700","Donald Trump","aboyjohnny","Lakewood",""
"#GOPDebate an audience who laughs with a Man that publicly calls Women derogatory names. Be very afraid. VOTE","negative",1,"2015-08-07 08:18:39 -0700","No candidate mentioned","vivian_terry","",""
"#LibCrib Hey @JebBush, no way you're going to fool your non-supporters nor change history cuz you say so. #GOPDebate https://t.co/uRnYGW9DCV","negative",0.7011,"2015-08-07 08:18:39 -0700","Jeb Bush","tracyealy1","Central Illinois via Seattle","Central Time (US & Canada)"
"RT @zellieimani: Men deciding what women can or cannot do with their bodies. World history in a nutshell. #GOPDebate","negative",0.6667,"2015-08-07 08:18:39 -0700","No candidate mentioned","heyitsAymen","",""
"A HISTORIC FIRST: Republican presidential candidate @realDonaldTrump is now actively trolling the female #GOPdebate moderator on Twitter.","negative",0.6813,"2015-08-07 08:18:38 -0700","Donald Trump","eclaireanderson","IDAHO","Eastern Time (US & Canada)"
"Waters, waters, rising fast; history catching up at last. That's it in a nutshell.  #GOPDebate #FridayFeeling Aldon Smith #GOPDebate King","negative",0.618,"2015-08-07 08:18:35 -0700","No candidate mentioned","MentalHealthM","Undisclosed",""
"RT @Amandajbutt: @karen_estill Yes #Huckabee was on fire!So proud of his boldness,convictions shining through! #Imwithhuck #gopdebate https…","positive",0.6344,"2015-08-07 08:18:35 -0700","Mike Huckabee","georgehenryw","Texas","Central Time (US & Canada)"
"Last night in the #GOPDebate, someone should've asked the candidates if if any of them knew what NWA stood for. #BlackLivesMatter","negative",0.6867,"2015-08-07 08:18:34 -0700","No candidate mentioned","SirKozmo","City under the blood-red Son","Eastern Time (US & Canada)"
"The #GOPdebate, as told in real-time sketches: #cleveland #politics @foxnews  http://t.co/xO0Jd1Mn0C","neutral",1,"2015-08-07 08:18:34 -0700","No candidate mentioned","comicriffs","Wash DC via UCSD","Quito"
"""Donald Trump just gave a master class on how to get away with sexism"" #GOPDebate

http://t.co/FWrq8mkzTb","negative",1,"2015-08-07 08:18:33 -0700","Donald Trump","AlexfromPhilly","New York City ","Eastern Time (US & Canada)"
"RT @JoshKlemp: Lame question for Trump... Megan Kelly @FoxNews #GOPdebate #FoxDebate @JohnDePetroshow","negative",1,"2015-08-07 08:18:31 -0700","Donald Trump","onhilburn","",""
"RT @mochamomma: My son: Mom, why do they stay talking about abortions? 

Me: Because the power they want most is over women. 
#GOPDebate","neutral",0.6477,"2015-08-07 08:18:29 -0700","No candidate mentioned","frabjouslinz","",""
"#GOPDebate @HouseGOP @Senate_GOPs and most right-wingers in general have no problem dismissing/ignoring the oppression of marginalized ppl.","negative",1,"2015-08-07 08:18:29 -0700","No candidate mentioned","The_Robzilla","J.A.P.A.N. ","Central Time (US & Canada)"
"RT @PatrickSvitek: Perry adviser Rob Johnson: Trump has spent 14 years saying you're fired and Perry has spent 14 years saying you're hired…","neutral",0.3297,"2015-08-07 08:18:27 -0700","Donald Trump","AmoremGaudium","Nor✯Cal","Pacific Time (US & Canada)"
"Huckabee is so transphobic it is downright disgusting. #GOPDebate","negative",1,"2015-08-07 08:18:26 -0700","Mike Huckabee","Johnisnotamused","literally anywhere else","Quito"
"RT @JudgeJeanine: #GOPDebate @realDonaldTrump  go donald ""money going out drugs coming in"" no problem w legal immigration ""","negative",0.6396,"2015-08-07 08:18:24 -0700","Donald Trump","iowafarm3","","Central Time (US & Canada)"
"#GOPDebate --&gt; Jeb looked/sounded as if he had just left a horror movie showing, stunned, stilted, frozen.  Jeb doesn't want to be President","negative",1,"2015-08-07 08:18:22 -0700","Jeb Bush","raniecep","Florida","Eastern Time (US & Canada)"
"I loved it in the #GOPdebate when @realDonaldTrump said he's made 10 billion dollars. And America owes 19 trillion.","positive",0.6897,"2015-08-07 08:18:21 -0700","Donald Trump","JaclynHStrauss","Halifax, Nova Scotia, Canada","Mid-Atlantic"
"RT @txindyjourno: #BlackLivesMatter Activists @CharlotteAbotsi &amp; Others Highlight Candidates' White Supremacist Ties During #GOPDebate: htt…","neutral",0.3331,"2015-08-07 08:18:21 -0700","No candidate mentioned","CharlotteAbotsi","Providence","Eastern Time (US & Canada)"
"RT @LadySandersfarm: Sadly, there's too many lowinfos. Look at KK and Kanye with Hillary. #GOPDebate http://t.co/PjoRQqIRA3","negative",0.6546,"2015-08-07 08:18:20 -0700","Ben Carson","arrzD","Michigan","Atlantic Time (Canada)"
"RT @ChuckNellis: I said the other day that every time Carly speaks Hillary pees a little, still true. #GOPDebate","neutral",0.6598,"2015-08-07 08:18:20 -0700","No candidate mentioned","audrey52546","",""
"You know how your grandpa says something embarrassing each Christmas and you just have to roll with it? That was last night's #GOPDebate","negative",1,"2015-08-07 08:18:19 -0700","No candidate mentioned","party_of_foor","","Atlantic Time (Canada)"
"Disappointed. @megynkelly was my media #girlcrush &amp;after #GOPDebate think #WeAreOnABreak @FoxNews @realDonaldTrump  https://t.co/2DW9WCYTWI","negative",1,"2015-08-07 08:18:19 -0700","No candidate mentioned","tamaraleighllc","Host of Tamara Leighs Trend On","Mountain Time (US & Canada)"
"RT @CloneNic: I’m basically in tears as I keep yelling “Separation of church and state” at my TV. #GOPDebate http://t.co/xKjLfiVwba","neutral",0.3526,"2015-08-07 08:18:19 -0700","No candidate mentioned","drinkmorewater5","",""
"RT @talleytweets: ""Oh, and Lord...Please help make the @gregorybrothers mashup of tonight's #GOPDebate their best one yet. Amen."" #bedtimep…","neutral",1,"2015-08-07 08:18:18 -0700","No candidate mentioned","tenacioushope","United States",""
"RT @LindaSuhler: Drudge Report has Trump running away with the debate at &gt;39%.
Cruz is #2, at almost 14%.
#GOPDebate","neutral",1,"2015-08-07 08:18:18 -0700","Donald Trump","704Livin","Charlotte, North Carolina USA","Mountain Time (US & Canada)"
"RT @fakedansavage: Kelly: ""Dr. Carson, you are an unqualified, misinformed idiot. Who are you fooling?"" (I'm paraphrasing here.) #GOPDebate","negative",0.686,"2015-08-07 08:18:18 -0700","Ben Carson","makeliberalscry","with the Kurds & Israelis 100%","Central Time (US & Canada)"
"RT @cenkuygur: Does Ben Carson also want to follow God's law on non-virgin wives - stoning them in front of their father's house? #GOPDebate","negative",1,"2015-08-07 08:18:17 -0700","Ben Carson","onemorechad","",""
"RT @PaperCutPrint: #GOPDebate  looked like fun. Though I think I missed the swimsuit and talent contest rounds. #EveryoneLovesAPrincess htt…","positive",0.6686,"2015-08-07 08:18:16 -0700","No candidate mentioned","Jyotsna3550","",""
"RT @etammykim: Starting at 11 a.m. EST, join us to Tweet about poverty and other topics the #GOPDebate failed to address. https://t.co/utic…","neutral",0.378,"2015-08-07 08:18:16 -0700","No candidate mentioned","coopek","Mid-Hudson Valley or Up State ","Eastern Time (US & Canada)"
"RT @DaTechGuyblog: Is it jut me or is @tedcruz playing 3D chess in a room full of checkers players?  #gopdebate #tcot #p2","neutral",0.3556,"2015-08-07 08:18:15 -0700","Ted Cruz","mtcsedwards","","Eastern Time (US & Canada)"
"RT @robportman: Watching the #GOPdebate in Dublin with our Columbus interns and supporters! - RP http://t.co/OomoEsnMhO","neutral",1,"2015-08-07 08:18:15 -0700","No candidate mentioned","karibowieHertel","Dublin, Ohio","Eastern Time (US & Canada)"
"RT @LotusTom: FOX news last night revealed themselves to what many of us already knew they were: Bush apologists. #GOPDebate","negative",1,"2015-08-07 08:18:14 -0700","Jeb Bush","DougAdamavich","Mesa, AZ","Arizona"
"RT @Momastery: Yes,Trump and audience at the #GOPDebate it's HILARIOUS to call women fat pigs and tell them to get on their knees. Laugh aw…","negative",1,"2015-08-07 08:18:12 -0700","Donald Trump","lasager","",""
"Trump's response?
""I think the biggest problem this country has is being politically correct."" 
#GOPDebate @SmittyMyBro","negative",0.6842,"2015-08-07 08:18:12 -0700","Donald Trump","SmittyMyBro","John Smith AKA Bazooka Joe","Central Time (US & Canada)"
"So Donald Trump is uncouth misogynist.  Another thing he has in common with Bill Clinton.  @megynkelly #GOPDebate @ellencarmichael","negative",1,"2015-08-07 08:18:12 -0700","Donald Trump","redandright","","Central Time (US & Canada)"
"Trump is done after last night, end of story #GOPDebate","negative",1,"2015-08-07 08:18:11 -0700","Donald Trump","aleyjhuesgen","Washington DC","Arizona"
"#GOPDebate Fun Fact: 
Carly Fiorina is the only one of last night's debaters to have ever given a woman an orgasm. #politics","negative",0.6873,"2015-08-07 08:18:11 -0700","No candidate mentioned","lewisrobs","Barton, VT",""
"Maybe the only way to compete with Trump is to bring one of the Duck Dynasty characters into the primary. #GOPDebate","negative",1,"2015-08-07 08:18:11 -0700","Donald Trump","sumner","29.949035,-95.330847","Central Time (US & Canada)"
"Trump's entire #GOPDebate performance: Don't hate the player. The rules are made for me, and I love it.","neutral",0.6458,"2015-08-07 08:18:11 -0700","Donald Trump","GaltsGirl","Behind The Obama Curtain","Mountain Time (US & Canada)"
"RT @LibyaLiberty: The #GOPDebate in pictures. http://t.co/3wYsQ41YaK","negative",1,"2015-08-07 08:18:10 -0700","No candidate mentioned","DanSmith300","","Pacific Time (US & Canada)"
"RT @TripLangley: Are they running for pope or president? Why would you end a political debate by asking if anyone is hearing DIRECTLY FROM …","negative",1,"2015-08-07 08:18:08 -0700","No candidate mentioned","Sofia16E","",""
"Because karma ? #GOPDebate  https://t.co/oWSu2wfkM4","neutral",0.6729,"2015-08-07 08:18:08 -0700","No candidate mentioned","rkblogs","","Eastern Time (US & Canada)"
"RT @DamienFahey: When Jeb Bush speaks during a debate, it feels like when a band plays something off the new album. #GOPDebate","negative",0.6771,"2015-08-07 08:18:08 -0700","Jeb Bush","kevin_spencer","Phoenix","Pacific Time (US & Canada)"
"Closed Captioning At #GOPDebate Actually Cat Walking On Keyboard
http://t.co/xpJJOElIgm","neutral",1,"2015-08-07 08:18:06 -0700","No candidate mentioned","therightswrong","",""
"And that was only because someone in the crowd ran up to moderators during the break to suggest it. #GOPDebate  https://t.co/14AT9Qpk74","neutral",1,"2015-08-07 08:18:06 -0700","No candidate mentioned","ReesesPeanut","Delaware County, OH","Eastern Time (US & Canada)"
"Spot on what I believe #LindseyGraham's attitude would be of his enemies once reality hits.  #GOPDebate http://t.co/EVS0zzhTo5","neutral",0.6374,"2015-08-07 08:18:05 -0700","No candidate mentioned","GIVENT0FLY","Hamilton County, IN","Eastern Time (US & Canada)"
"RT @Wise_Jones: He loaded LOL #tcot #GOPDebate #kushandalcohol  https://t.co/pYWBcNRkN8","neutral",0.6877,"2015-08-07 08:18:05 -0700","No candidate mentioned","g8r84","","Eastern Time (US & Canada)"
"@KateBolduan You're a news reporter... I don't care to hear your personal opinion, disdain for a candidate.  #GOPDebate #CNN","neutral",1,"2015-08-07 08:18:04 -0700","No candidate mentioned","TheDionneMama","Somewhere West of Tomorrowland","Central Time (US & Canada)"
"last nights #GOPdebate was crazy. pretty entertaining but i think very few candidates showed presidential stature.","neutral",0.6458,"2015-08-07 08:18:04 -0700","No candidate mentioned","poweraaron619","","Quito"
"Shame on them, they should have watched reruns of the Apprentice and take some notes. #GOPDebate  https://t.co/LBYJacIKkK","negative",1,"2015-08-07 08:18:03 -0700","Donald Trump","ZoumZoum_","Kingdom of the Ouest, MA","Casablanca"
"RT @AlongsideWild: I don't think there was a single question in #GOPDebate about science, conservation, or climate except maybe. ""Would you…","negative",0.6595,"2015-08-07 08:18:03 -0700","No candidate mentioned","MSkvarla36","",""
