"Text","Sentiment","Sentiment_directed_at"
"RT @mention :) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention ..only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad","positive","iPad"
"RT @mention .@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!","positive","Apple"
"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW","positive","iPad or iPhone App"
"RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw","negative","Google"
"RT @mention 'Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams","positive","Other Google product or service"
"RT @mention 'This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw","negative","iPhone"
"RT @mention â€œ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.â€ù","positive","Google"
"RT @mention â€œ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.â€ù","positive","iPad or iPhone App"
"RT @mention â€œ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw","positive","Apple"
"RT @mention â€œ@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW","positive","iPad or iPhone App"
"RT @mention â€œline moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW  the one at the Apple Store &amp; @mention party now","positive","Apple"
"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÃ©. The mobile space has all the buzz {link} #wssxsw","positive","iPad"
"MT @mention (Swisher calls Apple &quot;the classiest fascist company in America&quot; #sxflip #sxsw","negative","Apple"
"RT @mention {link} Did you hear? Appleâ€™s opening a temporary store just for #SXSW! (via @mention","positive","Apple"
"RT @mention @mention  - False Alarm: Google Circles Not Coming Nowâ€“and Probably Not Ever? - {link} #Google #Circles #Social #SXSW","negative",""
"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}","positive","iPad or iPhone App"
"RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link}","positive","Google"
"RT @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention","positive","Google"
"RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi","positive","iPad or iPhone App"
"RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw","positive","Google"
"RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw","positive","Apple"
"RT @mention @mention Congrats on your iPhone app being featured at #SXSW!","positive","iPad or iPhone App"
"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw","positive","iPad or iPhone App"
"RT @mention @mention Go beyond the hour &amp; share positive actions with the world. Download the #EarthHour iPhone app: {link} #SXSW","positive","iPad or iPhone App"
"RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw","positive","Google"
"RT @mention @mention I agree â€” Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw","positive","Apple"
"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW","negative","iPad or iPhone App"
"RT @mention @mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention","positive","iPad or iPhone App"
"RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.","positive","Google"
"RT @mention @mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-)","positive","Apple"
"RT @mention @mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi","positive","iPad or iPhone App"
"RT @mention @mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW","negative","iPad"
"RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link}","positive","iPhone"
"RT @mention @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link}","positive","iPad or iPhone App"
"RT @mention @mention to Launch Social Network Called Circles, Possibly Today {link} #sxsw via: @mention - This should be interesting ^ JL","neutral",""
"RT @mention @mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW","positive","Apple"
"RT @mention @mention your iPhone 4 cases are Rad and Ready! Stop by tomorrow to get them! #Sxsw #zazzlesxsw #sxswi {link}","positive","iPhone"
"RT @mention &quot;@mention - #Apple is the classiest fascist company in America. Really elegant.&quot; #sxsw #rji","negative","Apple"
"RT @mention &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #sxsw #pseudoretweet","positive","Apple"
"RT @mention &quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW","negative","Apple"
"RT @mention &quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard","negative","Apple"
"RT @mention &quot;At #SXSW, Apple schools the marketing experts&quot;  {link}","positive","Apple"
"RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy #sxsw #911tweets","positive","Google"
"RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.","positive","Google"
"RT @mention &quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW","negative","Google"
"RT @mention &quot;Google maps: Route around traffic is saving our user 2 years every day.&quot; Marissa Mayer #sxsw","positive","Other Google product or service"
"RT @mention &quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki #enchantment #sxsw","negative","Apple"
"RT @mention &quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw","positive","iPad"
"RT @mention &quot;If there's one thing SXSW is good for, it's flash mobs and hive-think.&quot; Apple Wins. Again. @mention #sxsw #ipad2 {link}","positive","Apple"
"RT @mention &quot;it's not about affirmative action; having women on product team [at Google] literally made the product better&quot; #SXSW #nptech","positive","Google"
"RT @mention &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW","positive","Google"
"RT @mention &quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw","negative","iPad or iPhone App"
"RT @mention &quot;She's the iPad DJ working the Etsy party.&quot; #realtalk #sxsw","positive",""
"RT @mention &quot;So if you Google &quot;refrigerator magnet game...&quot; // *everyone at the #SXSW keynote stops listening and does it*","positive","Other Google product or service"
"RT @mention &quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW","positive","Google"
"RT @mention &quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer #sxsw frm @mention","positive","Google"
"RT @mention &quot;the only explanation for the continued success of Apple is the existence of God.&quot; @mention #enchantment #sxsw","positive","Apple"
"RT @mention &quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw","positive","Apple"
"RT @mention &quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments","negative","Google"
"RT @mention &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW","positive","Google"
"RT @mention #Apple is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to #sxsw attendees, of course!) {link}","positive","iPad"
"RT @mention #Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail","positive","Apple"
"RT @mention #Apple saves #SXSW, set to open pop-up store {link}","positive",""
"RT @mention #Apple setting up pop-up store Austin (to sell bajillions of iPad2s to #sxsw attendees) {link} [brilliant]","positive","iPad"
"RT @mention #Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention","positive","Apple"
"RT @mention #blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.","positive","iPhone"
"The session #designingforkids is changing my mind about my future kid's relationship with the iPhone. #sapient #sxsw","neutral",""
"RT @mention #futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw","negative","Google"
"RT @mention #iPad design tip: if it looks like a physical object ppl will interact with it like itâ€™s one&quot; #sxsw #tapworthy #gsdm","positive","iPad"
"RT @mention #iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress Â« Austin Details {link}","positive","iPad"
"RT @mention #iPad2 Unboxing Outside the #SXSW #Apple Store {link}","positive",""
"RT @mention #killing #sxsw &quot;you can google a canadian tuxedo and lose yourself for hours&quot;","positive",""
"RT @mention #playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw","positive","iPad or iPhone App"
"RT @mention #qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}","positive","Google"
"RT @mention #Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw","positive",""
"RT @mention #sxsw @mention #devops: @mention &quot;The Internets is Mean/Our Systems Are Complex; go Google 'How complex systems fail by doctor&quot;","neutral",""
"RT @mention #sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars","positive","Apple"
"RT @mention #SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!","positive","Other Google product or service"
"RT @mention #SXSW #beyondwc Analytics 101: Google Analytics is a standard to use.","positive",""
"RT @mention #sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?","negative","Apple"
"RT @mention #sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival","positive","Apple"
"RT @mention #sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha","negative","Apple"
"RT @mention #sxsw #geogames #android if you develop geo-games tweet us. We'd love to talk...free beer or coffee for a couple minutes of your time.","positive","Android"
"RT @mention #SXSW #Hootsuite #Chilltab #Tablet Stand rocks! Canadian Social Media for #ipad at its best @mention {link}","positive",""
"RT @mention #SXSW #sxswparty Matt Damon upstairs at the Google party Maggie Maes 6th st","positive",""
"RT @mention #SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via @mention","negative","Google"
"RT @mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.","positive","iPad or iPhone App"
"RT @mention #sxsw bound! Keep an eye out I may give away an @mention #iPhone case at ATX after we land!","positive",""
"RT @mention #SXSW Go 1.1 for Android is LIVE in the Android Marketplace! New features, including SD card storage and more.  {link} via @mention","positive","Android App"
"RT @mention #sxsw guy in front of me at this panel has an ipad in an etch-a-sketch case...device of wondeR? #iusxsw","positive","iPad"
"RT @mention #SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!","positive","Google"
"RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white","negative","iPad"
"RT @mention #sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but itâ€™s coming this Frid... {link}","positive","iPad"
"RT @mention #sxsw look for the blue hair. I've got your free android phone info stickers from @mention #allhat3","positive",""
"RT @mention #SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.","positive",""
"RT @mention #SXSW Plans: Google party, blackberry party and then IE 8 party. Good times. where is this party lol","positive","Google"
"RT @mention #SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}","positive","Apple"
"RT @mention #sxsw rumor mill: iPad 3 will have between 6 and 15 cameras, slightly thinner rare earths case, and &quot;different&quot; but still smudgy screen.","negative","iPad"
"RT @mention #SXSW sponsored by Apple, plaid, and boys I'm attracted to.","positive",""
"RT @mention #sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea...","positive","Apple"
"RT @mention #sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;","negative","Google"
"RT @mention #sxsw: @mention We think we control our identities on Facebook, but as Google becomes an AI our profile will be built of what we do","neutral",""
"RT @mention #SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) {link}","negative","iPad"
"RT @mention #UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW","negative","iPad"
"RT @mention +1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention 40 minutes til the @mention #SXSW Party. Free Beer, Free Maudies Tacos, Free iPad 2, Android Tablet &amp; Kindle giveaway bit.ly/ajs2011","positive","Android"
"RT @mention 40% of Google maps use is mobile #sxsw","positive",""
"RT @mention 5 Social Apps That Will Make SXSW More Intimate - {link} #SXSW #SXSWi #apps #iphone","positive","iPad or iPhone App"
"RT @mention A #browserwars panel without Apple is like a #sxsw without parties.","positive","Apple"
"standing on a long line surrounded by unemployed techies from brooklyn!  am i at #sxsw or at the apple store on 5th ave waiting for ipad?!","neutral",""
"Diabetes on a plate. Thanks Google, already have that covered. {link} #sxsw","negative","Google"
"RT @mention Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw","positive","Google"
"RT @mention Abt to surprise customer waiting in line at Apple store in Austin for #iPad 2 with an @mention ! #SXSW #cbatsxsw / Awesome","positive","iPad"
"RT @mention Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW","positive","Google"
"RT @mention Agreed â€” Novelty of #iPad news #apps fades fast among digital delegates â€” {link}  #media #SXSW (via @mention","negative","iPad or iPhone App"
"RT @mention Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations","positive","Other Google product or service"
"RT @mention An awesome FREE iPhone app for keeping track of friends and meeting up and finding people for #SXSW {link}","positive","iPad or iPhone App"
"RT @mention And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}","negative","Other Google product or service"
"RT @mention And we're live! Come get your Android and check us out! {link} #SXSW #android","positive","Android"
"RT @mention Android developers and friends: let's hang out 12:30p Saturday at #sxsw: {link} RT for your fellow Andro-nerds.","positive","Android"
"RT @mention Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW. Sign up to win an iPad 2! - {link} #ipad2","positive","iPad"
"RT @mention Another great panel at 5 pm at the Hilton - Austin's own @mention Left Brain Search = Google, Right Brain Search = X #sxsw","positive","Google"
"RT @mention another one? holy social fragmentation&gt;Google to Launch New Social Network Called Circles, Possibly 2day at #sxsw {link} @mention","neutral",""
"RT @mention Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!","positive",""
"RT @mention Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw","negative","iPad"
"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID","negative","Google"
"RT @mention Apple #sxsw pop-store has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.","positive",""
"RT @mention Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :)","negative","Apple"
"RT @mention Apple fans. It looks like there will be a 3rd Apple store opening up in Austin for #SxSW if those are full, u can go2 1 of 4 in San Antonio.","positive","Apple"
"RT @mention Apple gets kudos on how marketing should be done! #SXSW iPad 2 release. Pop up store in Austin TX  {link}","positive","Apple"
"RT @mention Apple is &quot;the classiest, fascist company in America,&quot; says @mention #sxsw","negative","Apple"
"RT @mention Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw","positive","Apple"
"RT @mention Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link}","positive","Apple"
"RT @mention Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple","positive","Apple"
"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, &amp; it was quite a scene. GEEK POWER! {link}","positive","iPad"
"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}","positive","iPad"
"RT @mention Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}","positive","Apple"
"RT @mention Apple opening popup store for iPad launch in downtown Austin during #SXSW {link} via @mention","positive","Apple"
"RT @mention Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention","positive","Apple"
"RT @mention Apple Pop Up Store for #SXSW, Why not Pop Up Genius Bars - Everywhere?","positive","Apple"
"RT @mention Apple pop-up shop for #SXSW. How cool is that? {link}","positive","Apple"
"RT @mention Apple Popup Store at #SXSW {link} (Sat AM at opening)","positive","Apple"
"RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW","positive","Apple"
"RT @mention Apple setting up temp store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link}","positive","iPad"
"RT @mention Apple Store has had a line down the block all week long at #sxsw amazing","positive","Apple"
"RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw","positive",""
"RT @mention Apple to open temporary store for #SXSW. Interesting.  {link}","positive","Apple"
"RT @mention Apple, Google, Intel ... Go Gaga for The Go Game by @mention @mention  {link} (cc @mention @iangogame) #LI #SXSW","neutral",""
"RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw","negative","Apple"
"RT @mention Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw","positive","Apple"
"RT @mention Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings","positive","Android App"
"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.","positive","iPad"
"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw","positive","Google"
"RT @mention At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.","positive","iPad or iPhone App"
"RT @mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR","positive","iPad"
"RT @mention At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link}","positive",""
"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app","positive","iPad or iPhone App"
"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere","positive","iPad or iPhone App"
"RT @mention At #SXSW your iphone charger is your best friend.","positive","iPhone"
"RT @mention At #SXSW, Apple schools the marketing experts {link} via @mention","positive","Apple"
"RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!","positive",""
"RT @mention At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco","positive","iPad"
"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW","positive","Google"
"RT @mention At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing","positive","Apple"
"RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW","positive","iPad"
"RT @mention Awesome new version of @mention for iPhone &amp; new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.","positive","iPad or iPhone App"
"RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.","positive","iPad or iPhone App"
"RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT","positive","iPhone"
"RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2","positive","iPad or iPhone App"
"RT @mention Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}","positive","Other Google product or service"
"RT @mention Badgeless event! Free Drinks! â€œ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÃ¡o #sxswâ€ù","positive","Other Google product or service"
"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention","positive","Apple"
"RT @mention Before it even begins, Apple wins #SXSW {link}","positive","Apple"
"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention","positive","Apple"
"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention","positive","Apple"
"RT @mention Before It Even Begins, Apple WinsÂ #SxSW, {link} -&gt; gonna get sum! via @mention","positive","Apple"
"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop","positive",""
"RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw","positive","iPad"
"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}","positive","iPhone"
"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't ne... {link}","neutral",""
"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention","negative","iPad"
"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention","negative","iPad"
"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention","negative","iPad"
"RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;","negative",""
"RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention)","negative",""
"RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link}","positive","Apple"
"RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw","positive","Google"
"RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link}","positive","Google"
"iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw","positive","iPad"
"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw","positive",""
"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}","positive","Apple"
"RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw","negative","Other Google product or service"
"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW","positive",""
"RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw","positive","Other Google product or service"
"RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw","positive","iPad"
"RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!","positive","Android"
"RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW","positive","iPad or iPhone App"
"RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw","positive","iPad or iPhone App"
"RT @mention Check out the FREE @mention Sampler on iTunes! {link} #SXSW","positive","Other Apple product or service"
"RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.","positive",""
"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}","positive","Android App"
"RT @mention Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link}","positive","iPad"
"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere","positive","iPhone"
"RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp","positive","Google"
"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!","positive","Google"
"RT @mention Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw","positive","iPad"
"RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw","positive","Apple"
"RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw now peer pressure will make me buy iPad2","positive","Apple"
"RT @mention Could a game improve ecodriving habits? RT @mention â€œ35 million miles a day are driven while being Google Maps Navigation assisted.&quot;#sxsw","positive","Other Google product or service"
"RT @mention Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive latâ€_ (cont) {link}","positive","Apple"
"RT @mention Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link}","positive","iPad or iPhone App"
"RT @mention Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.","negative","iPhone"
"RT @mention Deleting the #sxsw iPhone app!  {link}","negative","iPad or iPhone App"
"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW","negative","Google"
"RT @mention Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW","neutral",""
"RT @mention Design for iPad is like design 101. Will someone give a talk and assume that we didn't all ditch our prev experience #sxsw","neutral","iPad"
"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi","positive","iPad"
"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi - What about folks NOT at SXSW?","positive","iPad"
"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}","positive","iPad"
"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW httâ€_ (cont) {link}","positive","iPad"
"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller","negative","Other Google product or service"
"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw","positive",""
"RT @mention Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw","positive","iPad or iPhone App"
"RT @mention Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi","positive","iPad"
"RT @mention Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2","negative","iPad"
"RT @mention Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}","positive","iPad or iPhone App"
"RT @mention Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link}","positive","iPad"
