"Text","Sentiment","SentimentConfidence","Date","Query"
"#Apple planning to support 500 #Apple resellers in #India, focusing on iOS ... - http://t.co/bDvY1JqDla #AAPL http://t.co/EQ6mNvaq2H","neutral",0.7244,"Fri Dec 05 13:18:50  2014","#AAPL OR @Apple"
"After Years Of Losses Apple Is Finally Clawing Back Some Market Share Against Android $AAPL #aapl
http://t.co/lBVcbSzfaQ","positive",0.498,"Fri Dec 05 13:25:20  2014","#AAPL OR @Apple"
"US Stock Futures Up; All Eyes On Jobs Data http://t.co/6GdZ2zx6Yf #AAPL #AJG #BankofAmerica #BIG #ERIC #PreMarket #Markets","neutral",0.5118,"Fri Dec 05 13:28:00  2014","#AAPL OR @Apple"
"#AAPL:Apple deleted songs from customers' iPods...http://t.co/ieyvCmYgaV","negative",0.6443,"Fri Dec 05 13:30:02  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative",0.6838,"Fri Dec 05 13:35:45  2014","#AAPL OR @Apple"
"Apple partners in India to reportedly expand operations with 500 stores $AAPL #aapl
http://t.co/g7RgPpwUen","neutral",0.6722,"Fri Dec 05 13:39:39  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","neutral",1,"Fri Dec 05 13:40:01  2014","#AAPL OR @Apple"
"The @apple enterprise developer agreement is (wait for it ) 719  (seven hundred and nineteen) pages !!","neutral",1,"Fri Dec 05 13:40:37  2014","#AAPL OR @Apple"
"The @apple enterprise developer agreement is (wait for it ) 719  (seven hundred and nineteen) pages !!","negative",0.738,"Fri Dec 05 13:40:37  2014","#AAPL OR @Apple"
"When a company is playing catch-up, it lost its innovation momentum. Sorry @apple http://t.co/jSDeyIpnek via @tomshardware","negative",1,"Fri Dec 05 13:43:32  2014","#AAPL OR @Apple"
"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z","neutral",1,"Fri Dec 05 13:48:28  2014","#AAPL OR @Apple"
"Apple's $1bn anti-competition trial might collapse $AAPL #aapl
http://t.co/okgLdIN1ny","neutral",1,"Fri Dec 05 13:49:10  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","neutral",0.6647,"Fri Dec 05 13:54:20  2014","#AAPL OR @Apple"
"Forbes: 'Whoops! No Plaintiff! As Apple Tells Court iPod Owner Isn't In Class She Represents' #AAPL http://t.co/UXcdAWqhqa","neutral",0.6593,"Fri Dec 05 13:57:23  2014","#AAPL OR @Apple"
"Only had the iPhone 2 years. Still can't decipher how to use calendar @apple #isitme #who gets paid how much?","negative",0.7044,"Fri Dec 05 13:59:22  2014","#AAPL OR @Apple"
"There are 13 things that the #iPhone 6 can do that maybe you don't know http://t.co/P1CDOrgdhW @businessinsider #tricks #brands @Apple","neutral",0.7423,"Fri Dec 05 14:00:32  2014","#AAPL OR @Apple"
"Photographing the White House Christmas Decorations With an iPhone 6 by @BrooksKraftFoto  @apple http://t.co/lPDqbJqnV5","neutral",1,"Fri Dec 05 14:02:56  2014","#AAPL OR @Apple"
"TheStreet:  #Google Has Major Headaches Going into 2015 Because of #Apple, #Facebook. #aapl #fb #goog http://t.co/bOsxXCsrWj","neutral",0.7423,"Fri Dec 05 14:04:11  2014","#AAPL OR @Apple"
"Hey @artsboston #UrbanNutcracker Russell Ferguson @RussellFerg &amp; #krumpers are @Apple Store in Boylston St.  @5.30pm today. Dancing &amp; chat","neutral",0.7177,"Fri Dec 05 14:15:17  2014","#AAPL OR @Apple"
"Is #Apple Hedging its Bets with Another Small #iPhone? #aapl http://t.co/AXn3FjyczT","neutral",1,"Fri Dec 05 14:15:46  2014","#AAPL OR @Apple"
"Apple Inc. Defendants Take the Stand in Anti-trust Lawsuit http://t.co/WNd8mDLiDr #AAPL #AntiTrust","neutral",0.7378,"Fri Dec 05 14:17:00  2014","#AAPL OR @Apple"
"RT @tomlindberg99 'Congrats to @Apple, Mary Sotos @WorldResources for Green Power Leadership Awards @GreeneMarktplc '
http://t.co/qjX66tc2sV","positive",0.9456,"Fri Dec 05 14:19:35  2014","#AAPL OR @Apple"
"Pop up #BostonHoliday - #UrbanNutcracker's @RussellFerg &amp; #krumpers are @Apple Store in Boylston St. @5:30pm today. Dancing &amp; chat'","neutral",1,"Fri Dec 05 14:20:18  2014","#AAPL OR @Apple"
"New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It  $AAPL #aapl
http://t.co/jmpX51PCgL","neutral",1,"Fri Dec 05 14:20:22  2014","#AAPL OR @Apple"
"@Apple GBP200 repair an #iPhone5 that died 4 mths out of warranty. The new phone comes with only 90 days warranty. Why?!?! #unhappycustomer","negative",0.6796,"Fri Dec 05 14:21:10  2014","#AAPL OR @Apple"
"Foreign Currency Exchange May Be A Headwind For #Apple #AAPL http://t.co/HH6LjnOq0x","neutral",1,"Fri Dec 05 14:22:06  2014","#AAPL OR @Apple"
"Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI","negative",1,"Fri Dec 05 14:23:17  2014","#AAPL OR @Apple"
"@AppleOfficialll @apple I can't say enough about how awesome Apple has been. They've already processed a reorder for the phone that UPS lost","positive",1,"Fri Dec 05 14:25:47  2014","#AAPL OR @Apple"
"@SamsungMobileUS #Samsung #appeals $930m fine in @Apple [#Apple] #iPhone copying case. (#Friday, 5 #December) http://t.co/cIC9VRqWUJ","neutral",0.7315,"Fri Dec 05 14:31:24  2014","#AAPL OR @Apple"
"BLOCK TRADE detected in #AAPL","neutral",0.6803,"Fri Dec 05 14:31:45  2014","#AAPL OR @Apple"
"Is Apple Inc. Losing the $5 Billion Ed-Tech Market? http://t.co/uc6KDLEFLM #AAPL","neutral",1,"Fri Dec 05 14:32:37  2014","#AAPL OR @Apple"
"Any one know how to retrieve deleted texts from iPhone.  #Apple @apple #textmessage","neutral",1,"Fri Dec 05 14:36:02  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/liaSWssxRd","neutral",1,"Fri Dec 05 14:37:14  2014","#AAPL OR @Apple"
"#AAPL:Apple Is Building A $161 Million Theatre...http://t.co/iY5XtGtlGp","neutral",1,"Fri Dec 05 14:45:02  2014","#AAPL OR @Apple"
"Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J","negative",1,"Fri Dec 05 14:45:42  2014","#AAPL OR @Apple"
"Apple Begins Hiring for First Belgian Retail Store in Brussels [Mac Blog] http://t.co/pHYBAifp4x #AAPL","neutral",0.7436,"Fri Dec 05 14:46:48  2014","#AAPL OR @Apple"
"Apple Launches Ten Holiday-Themed iTunes Radio Stations [iOS Blog] http://t.co/fF0JIspy7s #AAPL","neutral",1,"Fri Dec 05 14:46:49  2014","#AAPL OR @Apple"
"@Apple 'deleted #iPod #music from rival services' http://t.co/a9VO9E0g5F","negative",0.6752,"Fri Dec 05 14:49:11  2014","#AAPL OR @Apple"
"Apple Throws Last-Minute Curve Ball In Lawsuit $AAPL #aapl
http://t.co/ik7fTfkjNF","neutral",0.7039,"Fri Dec 05 14:49:40  2014","#AAPL OR @Apple"
"3 Reasons #Apple Is a Potential Warren Buffett Stock and 1 Reason It Isn't | The Motley Fool #aapl http://t.co/BnSCg3I2yo","neutral",1,"Fri Dec 05 14:50:42  2014","#AAPL OR @Apple"
"Is #Apple Inc. Losing the $5 Billion Ed-Tech Market? | The Motley Fool #aapl http://t.co/bIz7kKXY2t","neutral",1,"Fri Dec 05 14:51:06  2014","#AAPL OR @Apple"
"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z","neutral",0.7977,"Fri Dec 05 14:54:01  2014","#AAPL OR @Apple"
"Attn @Apple :  Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit   http://t.co/mCPfhvKilJ via @pkafka","neutral",1,"Fri Dec 05 14:54:01  2014","#AAPL OR @Apple"
"@apple Excellent customer service thanks Ian #applestorecoventgarden","positive",1,"Fri Dec 05 14:57:53  2014","#AAPL OR @Apple"
"@Apple, why I cannot alt+tab back to full screen app!? GRRRR! #usability","negative",1,"Fri Dec 05 15:01:23  2014","#AAPL OR @Apple"
"@Apple to Host Free #Coding Workshops in Stores http://t.co/jqAciR5UrY","neutral",1,"Fri Dec 05 15:04:09  2014","#AAPL OR @Apple"
"#Apple begins hiring retail positions in Brussels ahead of first #Belgium ... - http://t.co/Rc1mvDT3Dv #AAPL http://t.co/GjjDMt4c2B","neutral",0.6584,"Fri Dec 05 15:06:14  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fmEc0yZmFE","neutral",1,"Fri Dec 05 15:06:52  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","neutral",1,"Fri Dec 05 15:07:20  2014","#AAPL OR @Apple"
"@apple awards @RegisCollege_MA with Distinguished School honor.  http://t.co/Ios9RVIt8P
#iPads","neutral",0.6705,"Fri Dec 05 15:09:24  2014","#AAPL OR @Apple"
"@apple why the fuck when I leave my charger at home do I gotta start sending my goodbye texts at 10:09am?","negative",0.9357,"Fri Dec 05 15:10:02  2014","#AAPL OR @Apple"
"Hey @apple while your reading list on safari across device rocks, can you please let list items to be deleted (x) in iPhone","neutral",0.6517,"Fri Dec 05 15:14:31  2014","#AAPL OR @Apple"
"How Apple Became One of the Greenest Companies in America http://t.co/eM2TLoctXd @apple @Newsweek #energy #efficiency","positive",0.6784,"Fri Dec 05 15:15:07  2014","#AAPL OR @Apple"
"@HANNAHRAD Why doesn't @apple give out free apples as snacks?","neutral",0.9287,"Fri Dec 05 15:17:29  2014","#AAPL OR @Apple"
"Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/mNNF9H55Wd #AAPL","neutral",0.6527,"Fri Dec 05 15:18:40  2014","#AAPL OR @Apple"
"@KymLang and Q's, #AAPL","neutral",0.6861,"Fri Dec 05 15:22:11  2014","#AAPL OR @Apple"
"Is Apple Inc. Losing the $5 Billion Ed-Tech Market? $AAPL #aapl
http://t.co/lOLDOTy7jt","neutral",1,"Fri Dec 05 15:22:50  2014","#AAPL OR @Apple"
"RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple","negative",1,"Fri Dec 05 15:22:55  2014","#AAPL OR @Apple"
"@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8","negative",1,"Fri Dec 05 15:26:10  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","neutral",0.5062,"Fri Dec 05 15:30:15  2014","#AAPL OR @Apple"
"Dear @Apple, I place all my browser eggs in the #Safari basket. Guess what? Safari is broken, please fix the release you pulled. #FAIL","negative",1,"Fri Dec 05 15:33:04  2014","#AAPL OR @Apple"
"JMP Securities Thinks Apple, Inc. Is Going to $150: Time to Sell? http://t.co/eFtBViu35Y #AAPL","neutral",0.6581,"Fri Dec 05 15:33:16  2014","#AAPL OR @Apple"
"Foxconn Robots Proving Unsuitable for iPhone Assembly, Updated Versions in the Works http://t.co/jSmVSN6v8r #AAPL","negative",0.6595,"Fri Dec 05 15:33:25  2014","#AAPL OR @Apple"
"Anti-Discrimination Bill To Be Named After @Apple CEO @TimCook http://t.co/qEZlIPc8Z2 via @theinquisitr @LGBT #LGBT #Gayrights #Alabama","neutral",1,"Fri Dec 05 15:36:08  2014","#AAPL OR @Apple"
"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS","neutral",1,"Fri Dec 05 15:43:14  2014","#AAPL OR @Apple"
"The king of the phablets! Apple's iPhone 6 plus is bestseller for past three months - $AAPL #aapl
http://t.co/VNp8xeBow6","positive",1,"Fri Dec 05 15:47:58  2014","#AAPL OR @Apple"
"What is the point of making an apt at @apple Genius Bar when you sit and wait for 40 min and counting?!","negative",0.6758,"Fri Dec 05 15:48:53  2014","#AAPL OR @Apple"
"New 4-inch #iPhone6 Reported: 5 Reasons @apple Must Make it http://t.co/WdiezLNdCM #choice #device #smartphone #budget","neutral",0.7089,"Fri Dec 05 15:50:10  2014","#AAPL OR @Apple"
"Will @apple be growing its services areas?  @barclayswealth thinks it...","neutral",0.734,"Fri Dec 05 15:50:15  2014","#AAPL OR @Apple"
"JMP Securities Thinks #Apple, Inc. Is Going to $150: Time to Sell? | The Motley Fool #aapl http://t.co/LpjS6iyh0I","neutral",1,"Fri Dec 05 15:53:26  2014","#AAPL OR @Apple"
"How to save a ton of money when you buy your next #iPhone via @BGR #aapl http://t.co/x35kXHBv0E","neutral",1,"Fri Dec 05 15:54:14  2014","#AAPL OR @Apple"
"$AAPL $BIDU $NTES and more are on our stocks to buy list #AAPL #BIDU #NTES http://t.co/cqEje2PffW","neutral",0.4963,"Fri Dec 05 15:58:04  2014","#AAPL OR @Apple"
"Resisting a Bite of the #Holiday @Apple - http://t.co/NZDodzQ5WE http://t.co/7AKxZYBr7l","neutral",0.6882,"Fri Dec 05 16:00:26  2014","#AAPL OR @Apple"
"RT @ajhontucan: Your telling me there's no Santa Claus emoji? @Apple","negative",0.5032,"Fri Dec 05 16:00:33  2014","#AAPL OR @Apple"
"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/pyU6cuTYrX","neutral",0.6953,"Fri Dec 05 16:03:44  2014","#AAPL OR @Apple"
"@Apple are you doing 12 Days of Gifts again?","neutral",1,"Fri Dec 05 16:06:22  2014","#AAPL OR @Apple"
"#Apple: Market Maker Price Range Forecast Update #AAPL http://t.co/lb0gspNI9j","neutral",1,"Fri Dec 05 16:10:59  2014","#AAPL OR @Apple"
"@THE_HIIT_COACH @weightsmate @Apple it's similar to an existing app (called cardio guru interestingly). Maybe Apple have noticed this?","neutral",1,"Fri Dec 05 16:12:02  2014","#AAPL OR @Apple"
"@CharlesJMeyer @Apple @Appy_Geek Hasn't Apple been doing this for decades? This is why I don't support Apple. #apple #deletegame","negative",1,"Fri Dec 05 16:12:17  2014","#AAPL OR @Apple"
"Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt","neutral",1,"Fri Dec 05 16:14:45  2014","#AAPL OR @Apple"
"#AAPL:New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It...http://t.co/qNtQdIYTXK","neutral",0.6779,"Fri Dec 05 16:15:02  2014","#AAPL OR @Apple"
"RT @JPDesloges: Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt","neutral",1,"Fri Dec 05 16:17:22  2014","#AAPL OR @Apple"
"Watching #Orion #eft1 reenter at 20,000mph on my @apple #iPhone as I am driving 80mph through the middle of no &amp; where Texas. #howcoolisthat","positive",0.5364,"Fri Dec 05 16:22:48  2014","#AAPL OR @Apple"
"Interesting job wth @Apple in crowdsourcing! (tip via @cageyjames on LI) Maps Community Client Software Engineer http://t.co/EUMr959uMl","neutral",0.667,"Fri Dec 05 16:23:35  2014","#AAPL OR @Apple"
"@Swansonbirds @Apple @Appy_Geek it's definitely a bit frustrating as a consumer. I'm a big @apple supporter","negative",0.5207,"Fri Dec 05 16:23:49  2014","#AAPL OR @Apple"
"@Swansonbirds @Apple @Appy_Geek Just saw this one on @YahooNews http://t.co/lkVkJ2Kkrp","neutral",0.6587,"Fri Dec 05 16:25:45  2014","#AAPL OR @Apple"
"#AAPL:Outside the Box: How things changed this week: good jobs and bad Jobs...http://t.co/zS3k9SorkL","neutral",0.652,"Fri Dec 05 16:30:02  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/DcAToedfMd","neutral",1,"Fri Dec 05 16:32:24  2014","#AAPL OR @Apple"
"Help @Apple. Store rep told me that iTunes backup saves multiple backups. But I backed up phone now and old backup is gone. What to do?","neutral",0.6783,"Fri Dec 05 16:33:13  2014","#AAPL OR @Apple"
"@HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal","neutral",1,"Fri Dec 05 16:35:35  2014","#AAPL OR @Apple"
"Why I Hate #Apple. #aapl  http://t.co/inkCjYw0Lq","negative",1,"Fri Dec 05 16:37:34  2014","#AAPL OR @Apple"
"My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD","negative",1,"Fri Dec 05 16:44:48  2014","#AAPL OR @Apple"
"What I find alarming about @Apple power cords is how quickly they fray.  I don't always notice when I don't travel with them. #AppleCordFire","negative",1,"Fri Dec 05 16:46:00  2014","#AAPL OR @Apple"
"And if I leave my Mac plugged in when I leave the house, do I need to check the @Apple power cord every time?  #AppleCordFire","negative",0.6861,"Fri Dec 05 16:46:53  2014","#AAPL OR @Apple"
"And how about kids?  Do parents need to monitor the @Apple power cords daily to make sure they are still safe?  #AppleCordFire","negative",1,"Fri Dec 05 16:47:27  2014","#AAPL OR @Apple"
"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire","negative",1,"Fri Dec 05 16:48:46  2014","#AAPL OR @Apple"
"How hip is @TWDanceCenter @Apple Store in Boylston St. Today @ 6.30pm. Enjoy some #krumping meet #UrbanNutcracker director &amp; @RussellFerg","neutral",0.6791,"Fri Dec 05 16:53:39  2014","#AAPL OR @Apple"
"UBS Says Consensus on December Quarter Apple  iPhone Units Could be 10% Low $AAPL #aapl
http://t.co/wao7GqQ411","neutral",1,"Fri Dec 05 16:54:31  2014","#AAPL OR @Apple"
". @stevewoz: passion for engineering/design at the heart of what he did for @apple. http://t.co/dL7l2Us27T via @BloombergTV","neutral",1,"Fri Dec 05 17:00:11  2014","#AAPL OR @Apple"
"In the market to create more videos with my students @Apple #Macbook http://t.co/bAn4z2BPRQ via @donorschoose","neutral",1,"Fri Dec 05 17:04:46  2014","#AAPL OR @Apple"
"BloombergTV:  Steve #Wozniak on What Really Happened in #Jobs' Garage http://t.co/M5Pl6xLjuV via @BloombergTV #Apple #aapl","neutral",1,"Fri Dec 05 17:06:22  2014","#AAPL OR @Apple"
"@Apple @DonorsChoose @BestBuy Help me reach my goal.","neutral",1,"Fri Dec 05 17:06:36  2014","#AAPL OR @Apple"
"@APSVirginia special education staff working hard on behalf of our students with disabilities @Apple ed1426 http://t.co/1HhSr2Vyoh","positive",0.6631,"Fri Dec 05 17:09:25  2014","#AAPL OR @Apple"
"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple","negative",1,"Fri Dec 05 17:10:24  2014","#AAPL OR @Apple"
"@Apple was fighting a 'never ending battle' against hackers of #iTunes, says chief Eddy Cue in #antitrust trial http://t.co/OlmqSV8R0H","neutral",1,"Fri Dec 05 17:10:26  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","neutral",0.681,"Fri Dec 05 17:12:25  2014","#AAPL OR @Apple"
"TD Bank Aiming to Launch Apple Pay Support in Mid-December [iOS Blog] http://t.co/J28qRk4sNf #AAPL","neutral",0.9198,"Fri Dec 05 17:12:38  2014","#AAPL OR @Apple"
"Hey @Apple how can I take U2's album off my phone?","negative",0.532,"Fri Dec 05 17:13:35  2014","#AAPL OR @Apple"
"Barclays raises Apple price target by 17% to $140, more here: http://t.co/tAH62mAbox     #AAPL #Barclays #Stocks","neutral",0.6851,"Fri Dec 05 17:13:59  2014","#AAPL OR @Apple"
"JMP raises Apple price target from $130 to $150, reasons why here: http://t.co/XOTExD9Y4o  #JMP #AAPL #Stocks #WallStreet","neutral",1,"Fri Dec 05 17:14:35  2014","#AAPL OR @Apple"
"Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT","neutral",0.64,"Fri Dec 05 17:16:13  2014","#AAPL OR @Apple"
"RT @JPDesloges: Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT","neutral",1,"Fri Dec 05 17:19:42  2014","#AAPL OR @Apple"
"Hey @panerabread how about you teach your people how to use @apple pay?","neutral",1,"Fri Dec 05 17:26:20  2014","#AAPL OR @Apple"
"Apple Inc. Deleted Songs From Rival Services From iPods http://t.co/dQwDFpcc4x #AAPL","negative",1,"Fri Dec 05 17:27:02  2014","#AAPL OR @Apple"
"So cool! @Apple stores will host free 'Hour of Code' workshops on Dec. 11 to promote computer science: http://t.co/HrOHssVtK1 #tech","positive",1,"Fri Dec 05 17:36:31  2014","#AAPL OR @Apple"
"Why Apple Needs China to Love the Apple Watch  $AAPL #aapl
http://t.co/Jxo4stP9b7","neutral",1,"Fri Dec 05 17:38:51  2014","#AAPL OR @Apple"
"42% believe #iPhone6 won't be available this Christmas, survey says http://t.co/ARjdahF9bm via @CNET #aapl","neutral",1,"Fri Dec 05 17:41:49  2014","#AAPL OR @Apple"
"9 awesome paid #iPhone apps that are free for a limited time (save over $100!) https://t.co/dUYoNxO2dA via @BGR #aapl","positive",0.6879,"Fri Dec 05 17:42:27  2014","#AAPL OR @Apple"
"@mattnwells I just wish I could post my #fav #coolclimate #Merlots on @delectable using my @apple flip phone","neutral",0.4892,"Fri Dec 05 17:42:43  2014","#AAPL OR @Apple"
"#AAPL:31 Traits All Great Leaders Share...http://t.co/Ym4CLblrcF","neutral",0.732,"Fri Dec 05 17:45:03  2014","#AAPL OR @Apple"
"@apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt","negative",1,"Fri Dec 05 17:46:20  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Ms60cRXiHj","neutral",1,"Fri Dec 05 17:46:28  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","neutral",0.6678,"Fri Dec 05 17:46:37  2014","#AAPL OR @Apple"
".@Apple CEO's name to grace Alabama antidiscrimination bill |@SDGLN @KenSanDiego @Benny_C @jimwinsor @mistercervantes http://t.co/bVYl4mHyNC","neutral",0.5063,"Fri Dec 05 17:46:48  2014","#AAPL OR @Apple"
"@fundulz @Apple yeah I mean @IE is super great","neutral",0.6725,"Fri Dec 05 17:46:51  2014","#AAPL OR @Apple"
".@Apple CEO's name to grace Alabama antidiscrimination bill |@SDGLN @KenSanDiego @Benny_C @jimwinsor @mistercervantes http://t.co/UdeeIZanLA","neutral",0.6768,"Fri Dec 05 17:46:53  2014","#AAPL OR @Apple"
"RT @spencerescott: Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys","neutral",1,"Fri Dec 05 17:49:18  2014","#AAPL OR @Apple"
"RT @spencerescott: #AAPL Market Cap Passes $700 Billion, Tablet Sales Slump and More  http://t.co/gWDMiYag9o","neutral",0.6525,"Fri Dec 05 17:49:29  2014","#AAPL OR @Apple"
"For this problem, we can blame anybody we like: @sun, @java, @oracle, @apple, @startcom! Who else joins the roster?","neutral",0.5123,"Fri Dec 05 17:49:29  2014","#AAPL OR @Apple"
"RT @spencerescott: Apple Flash Crash: What You Need to Know #AAPL http://t.co/2PBThSFeEE","neutral",0.6492,"Fri Dec 05 17:49:33  2014","#AAPL OR @Apple"
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Ms60cRXiHj","neutral",1,"Fri Dec 05 17:50:40  2014","#AAPL OR @Apple"
"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/4EXisKMcMV","neutral",1,"Fri Dec 05 17:51:09  2014","#AAPL OR @Apple"
"hey @apple could you add an option in mail to 'unsubscribe' next to the delete/archive option after swiping an email?","neutral",0.6884,"Fri Dec 05 17:54:49  2014","#AAPL OR @Apple"
"Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey","negative",1,"Fri Dec 05 17:59:25  2014","#AAPL OR @Apple"
"@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..","negative",1,"Fri Dec 05 18:06:18  2014","#AAPL OR @Apple"
"Way to go @apple http://t.co/Mcgsyxs9Eq","positive",0.6698,"Fri Dec 05 18:07:32  2014","#AAPL OR @Apple"
"Just watched my dad struggle to answer a call because his #iPhone wouldn't let him answer. Great job on #iOS @Apple!!! Not...","negative",1,"Fri Dec 05 18:09:42  2014","#AAPL OR @Apple"
"@apple iCal AGAIN!!! it reset all my recurring in spite of months of individualizing each one per current date. #fail #icloud #sucking","negative",1,"Fri Dec 05 18:10:14  2014","#AAPL OR @Apple"
"Thinking of leaving the @Apple environment completely. Thoughts?","neutral",0.6517,"Fri Dec 05 18:11:09  2014","#AAPL OR @Apple"
"Aye @apple why don't you guys make the apple headphones in different colors?","neutral",1,"Fri Dec 05 18:15:54  2014","#AAPL OR @Apple"
"GVA lounge: in sight 6 Macs and 3 PCs + undetermined number of iPxs! #AAPL","neutral",1,"Fri Dec 05 18:16:18  2014","#AAPL OR @Apple"
"RT @RHDrum: Aye @apple why don't you guys make the apple headphones in different colors?","neutral",0.6816,"Fri Dec 05 18:18:28  2014","#AAPL OR @Apple"
"Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive",1,"Fri Dec 05 18:20:28  2014","#AAPL OR @Apple"
"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/76QIXLKyS3","neutral",1,"Fri Dec 05 18:20:52  2014","#AAPL OR @Apple"
"RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive",1,"Fri Dec 05 18:21:08  2014","#AAPL OR @Apple"
"RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive",1,"Fri Dec 05 18:21:18  2014","#AAPL OR @Apple"
"RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive",1,"Fri Dec 05 18:22:47  2014","#AAPL OR @Apple"
"RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive",1,"Fri Dec 05 18:23:00  2014","#AAPL OR @Apple"
"It's important that Apple not become the developer for the world. We need people to invent their own stuff.' - Tim Cook CEO of @Apple","neutral",0.5716,"Fri Dec 05 18:25:40  2014","#AAPL OR @Apple"
"RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive",1,"Fri Dec 05 18:26:24  2014","#AAPL OR @Apple"
"RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive",1,"Fri Dec 05 18:26:38  2014","#AAPL OR @Apple"
